wastage_id,item_id,location_id,wastage_date,wastage_time,quantity_wasted,unit_cost,total_loss_amount,wastage_reason,complexity_profile,reported_by
WAS-048279,ITEM-148,LOC-009,2025-12-10,15:35:00,3,4.1,12.3,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048280,ITEM-087,LOC-001,2025-08-14,15:50:00,4,4.8,19.2,EXPIRED_SHELF_LIFE,STANDARD,Sous Chef
WAS-048281,ITEM-043,LOC-016,2025-03-12,15:27:00,10,8.5,85.0,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-048282,ITEM-077,LOC-008,2025-12-21,14:29:00,10,5.2,52.0,EXPIRED_SHELF_LIFE,STANDARD,Line Supervisor
WAS-048283,ITEM-065,LOC-004,2025-07-03,23:58:00,5,15.0,75.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Kitchen Manager
WAS-048284,ITEM-115,LOC-004,2025-06-07,14:29:00,6,3.0,18.0,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-048285,ITEM-050,LOC-011,2025-04-10,22:52:00,7,14.5,101.5,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-048286,ITEM-029,LOC-018,2025-08-01,23:02:00,1,14.5,14.5,OVERPRODUCTION_UNSOLD,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-048287,ITEM-006,LOC-018,2025-06-25,23:46:00,7,10.2,71.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048288,ITEM-148,LOC-012,2025-09-27,23:36:00,8,4.1,32.8,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-048289,ITEM-060,LOC-005,2025-07-23,23:12:00,2,25.0,50.0,PREPARATION_ERROR,PROFITABLE_LOW_SELLING,Sous Chef
WAS-048290,ITEM-034,LOC-007,2025-02-02,23:01:00,4,9.8,39.2,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Sous Chef
WAS-048291,ITEM-067,LOC-015,2025-09-03,23:08:00,3,16.0,48.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048292,ITEM-045,LOC-017,2025-05-08,22:48:00,7,12.0,84.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048293,ITEM-039,LOC-016,2025-05-02,23:02:00,11,11.2,123.2,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-048294,ITEM-075,LOC-009,2025-04-20,23:46:00,7,16.5,115.5,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Kitchen Manager
WAS-048295,ITEM-010,LOC-013,2025-03-22,22:41:00,6,7.0,42.0,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-048296,ITEM-069,LOC-004,2025-02-02,14:28:00,5,14.8,74.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048297,ITEM-062,LOC-011,2025-06-15,15:02:00,9,16.0,144.0,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-048298,ITEM-071,LOC-014,2025-03-03,22:07:00,6,9.5,57.0,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-048299,ITEM-048,LOC-015,2025-09-06,22:04:00,7,26.0,182.0,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-048300,ITEM-072,LOC-008,2025-06-05,23:01:00,10,17.5,175.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048301,ITEM-011,LOC-006,2025-06-19,22:29:00,4,9.8,39.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048302,ITEM-062,LOC-004,2025-12-18,14:49:00,9,16.0,144.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-048303,ITEM-039,LOC-010,2025-03-20,15:57:00,10,11.2,112.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048304,ITEM-065,LOC-020,2025-11-10,14:49:00,6,15.0,90.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Kitchen Manager
WAS-048305,ITEM-063,LOC-010,2025-01-25,15:22:00,12,16.2,194.4,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-048306,ITEM-075,LOC-020,2025-08-16,14:40:00,5,16.5,82.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-048307,ITEM-075,LOC-007,2025-12-09,14:00:00,7,16.5,115.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048308,ITEM-064,LOC-005,2025-07-23,14:03:00,3,23.5,70.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048309,ITEM-027,LOC-007,2025-01-07,15:56:00,6,8.7,52.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048310,ITEM-073,LOC-015,2025-09-07,14:14:00,2,18.0,36.0,OVERPRODUCTION_UNSOLD,PROFITABLE_LOW_SELLING,Kitchen Manager
WAS-048311,ITEM-146,LOC-017,2025-06-09,15:49:00,12,3.4,40.8,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-048312,ITEM-029,LOC-018,2025-01-24,15:07:00,2,14.5,29.0,PREPARATION_ERROR,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-048313,ITEM-009,LOC-020,2025-10-06,15:31:00,2,7.8,15.6,EXPIRED_SHELF_LIFE,STANDARD,Line Supervisor
WAS-048314,ITEM-043,LOC-002,2025-08-14,14:21:00,8,8.5,68.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048315,ITEM-064,LOC-013,2025-08-12,22:19:00,6,23.5,141.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048316,ITEM-045,LOC-018,2025-11-12,14:21:00,4,12.0,48.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048317,ITEM-110,LOC-008,2025-05-21,15:41:00,11,5.8,63.8,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-048318,ITEM-067,LOC-011,2025-02-01,14:16:00,3,16.0,48.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-048319,ITEM-039,LOC-012,2025-07-22,23:08:00,6,11.2,67.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048320,ITEM-146,LOC-017,2025-03-13,22:38:00,4,3.4,13.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048321,ITEM-021,LOC-004,2025-11-14,15:02:00,12,8.9,106.8,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-048322,ITEM-020,LOC-020,2025-10-15,23:13:00,11,7.5,82.5,EQUIPMENT_COOLER_FAILURE,STANDARD,Inventory Clerk
WAS-048323,ITEM-039,LOC-004,2025-03-24,15:10:00,9,11.2,100.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048324,ITEM-011,LOC-017,2025-03-23,22:28:00,11,9.8,107.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048325,ITEM-092,LOC-010,2025-04-12,23:08:00,12,7.2,86.4,EXPIRED_SHELF_LIFE,STANDARD,Line Supervisor
WAS-048326,ITEM-045,LOC-016,2025-04-15,23:59:00,5,12.0,60.0,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Sous Chef
WAS-048327,ITEM-086,LOC-015,2025-07-28,15:00:00,3,10.2,30.6,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Kitchen Manager
WAS-048328,ITEM-096,LOC-002,2025-10-26,14:33:00,4,4.5,18.0,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-048329,ITEM-039,LOC-014,2025-10-18,15:14:00,6,11.2,67.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048330,ITEM-069,LOC-017,2025-11-25,23:11:00,4,14.8,59.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048331,ITEM-069,LOC-008,2025-10-30,22:03:00,10,14.8,148.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-048332,ITEM-118,LOC-008,2025-12-23,22:30:00,8,4.0,32.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Kitchen Manager
WAS-048333,ITEM-005,LOC-014,2025-05-03,22:53:00,6,11.5,69.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Inventory Clerk
WAS-048334,ITEM-047,LOC-005,2025-02-22,15:30:00,6,38.0,228.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Inventory Clerk
WAS-048335,ITEM-119,LOC-020,2025-12-01,14:44:00,12,3.2,38.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-048336,ITEM-039,LOC-010,2025-12-08,23:40:00,8,11.2,89.6,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-048337,ITEM-021,LOC-018,2025-06-10,22:54:00,4,8.9,35.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048338,ITEM-072,LOC-001,2025-10-16,22:08:00,5,17.5,87.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048339,ITEM-045,LOC-002,2025-11-07,23:58:00,11,12.0,132.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-048340,ITEM-066,LOC-007,2025-04-20,23:18:00,3,16.8,50.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048341,ITEM-109,LOC-006,2025-10-15,22:00:00,3,2.8,8.4,PREPARATION_ERROR,STANDARD,Inventory Clerk
WAS-048342,ITEM-069,LOC-007,2025-10-16,15:51:00,10,14.8,148.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048343,ITEM-069,LOC-015,2025-04-07,14:06:00,11,14.8,162.8,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-048344,ITEM-043,LOC-010,2025-12-10,14:48:00,10,8.5,85.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Sous Chef
WAS-048345,ITEM-099,LOC-014,2025-05-14,15:32:00,2,5.2,10.4,PREPARATION_ERROR,STANDARD,Line Supervisor
WAS-048346,ITEM-088,LOC-003,2025-03-28,14:20:00,4,3.2,12.8,PREPARATION_ERROR,PRICE_SENSITIVE,Sous Chef
WAS-048347,ITEM-039,LOC-003,2025-01-18,15:39:00,7,11.2,78.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048348,ITEM-048,LOC-009,2025-07-19,15:56:00,4,26.0,104.0,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-048349,ITEM-098,LOC-008,2025-02-26,23:47:00,5,6.8,34.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048350,ITEM-059,LOC-007,2025-09-23,15:26:00,8,13.5,108.0,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-048351,ITEM-064,LOC-014,2025-02-04,22:23:00,2,23.5,47.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048352,ITEM-061,LOC-004,2025-12-02,14:19:00,4,18.5,74.0,OVERPRODUCTION_UNSOLD,PROFITABLE_LOW_SELLING,Inventory Clerk
WAS-048353,ITEM-027,LOC-020,2025-09-07,14:14:00,8,8.7,69.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048354,ITEM-054,LOC-018,2025-03-29,14:01:00,6,23.0,138.0,EQUIPMENT_COOLER_FAILURE,STANDARD,Inventory Clerk
WAS-048355,ITEM-102,LOC-015,2025-10-07,22:05:00,3,5.6,16.8,PREPARATION_ERROR,STANDARD,Kitchen Manager
WAS-048356,ITEM-067,LOC-006,2025-10-19,23:32:00,10,16.0,160.0,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-048357,ITEM-066,LOC-006,2025-07-16,23:41:00,2,16.8,33.6,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048358,ITEM-025,LOC-002,2025-09-01,14:22:00,10,9.2,92.0,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-048359,ITEM-027,LOC-015,2025-08-18,15:41:00,12,8.7,104.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048360,ITEM-006,LOC-020,2025-06-07,14:16:00,5,10.2,51.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048361,ITEM-005,LOC-006,2025-04-27,15:19:00,6,11.5,69.0,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-048362,ITEM-067,LOC-011,2025-07-22,22:28:00,11,16.0,176.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048363,ITEM-064,LOC-016,2025-04-21,22:54:00,5,23.5,117.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048364,ITEM-043,LOC-016,2025-10-09,22:50:00,10,8.5,85.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-048365,ITEM-148,LOC-012,2025-06-16,23:15:00,2,4.1,8.2,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-048366,ITEM-063,LOC-006,2025-11-19,14:44:00,6,16.2,97.2,EXPIRED_SHELF_LIFE,STANDARD,Sous Chef
WAS-048367,ITEM-098,LOC-007,2025-04-14,15:22:00,10,6.8,68.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048368,ITEM-034,LOC-012,2025-08-30,15:19:00,8,9.8,78.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-048369,ITEM-039,LOC-019,2025-06-14,15:16:00,3,11.2,33.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048370,ITEM-072,LOC-005,2025-08-21,23:58:00,9,17.5,157.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-048371,ITEM-002,LOC-004,2025-07-24,15:15:00,4,11.2,44.8,OVERPRODUCTION_UNSOLD,POPULAR_LOW_MARGIN,Line Supervisor
WAS-048372,ITEM-005,LOC-014,2025-03-31,23:52:00,7,11.5,80.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-048373,ITEM-021,LOC-010,2025-11-11,15:27:00,3,8.9,26.7,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-048374,ITEM-035,LOC-007,2025-11-26,15:22:00,4,11.5,46.0,OVERCOOKED_OR_BURNT,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-048375,ITEM-070,LOC-005,2025-05-31,23:13:00,2,11.5,23.0,EXPIRED_SHELF_LIFE,STANDARD,Sous Chef
WAS-048376,ITEM-082,LOC-003,2025-11-20,14:02:00,7,7.5,52.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048377,ITEM-045,LOC-020,2025-07-24,23:44:00,3,12.0,36.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Sous Chef
WAS-048378,ITEM-039,LOC-002,2025-02-03,14:39:00,8,11.2,89.6,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-048379,ITEM-110,LOC-003,2025-11-30,15:04:00,9,5.8,52.2,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-048380,ITEM-027,LOC-005,2025-03-30,22:07:00,4,8.7,34.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048381,ITEM-082,LOC-015,2025-07-13,15:50:00,7,7.5,52.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048382,ITEM-144,LOC-001,2025-12-04,15:40:00,11,2.6,28.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048383,ITEM-039,LOC-016,2025-12-04,14:26:00,11,11.2,123.2,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Kitchen Manager
WAS-048384,ITEM-011,LOC-020,2025-12-28,23:47:00,4,9.8,39.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048385,ITEM-148,LOC-015,2025-12-07,22:31:00,5,4.1,20.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048386,ITEM-043,LOC-003,2025-09-14,22:59:00,10,8.5,85.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-048387,ITEM-043,LOC-009,2025-05-06,14:09:00,5,8.5,42.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048388,ITEM-067,LOC-004,2025-09-05,23:03:00,10,16.0,160.0,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-048389,ITEM-038,LOC-013,2025-10-12,22:46:00,4,5.2,20.8,EXPIRED_SHELF_LIFE,PRICE_SENSITIVE,Sous Chef
WAS-048390,ITEM-148,LOC-010,2025-07-04,22:22:00,2,4.1,8.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048391,ITEM-006,LOC-014,2025-07-10,14:11:00,9,10.2,91.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048392,ITEM-066,LOC-015,2025-02-05,15:04:00,12,16.8,201.6,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-048393,ITEM-071,LOC-013,2025-02-18,22:54:00,8,9.5,76.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-048394,ITEM-066,LOC-002,2025-07-05,15:47:00,3,16.8,50.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048395,ITEM-069,LOC-018,2025-12-24,15:46:00,5,14.8,74.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048396,ITEM-148,LOC-011,2025-09-08,23:45:00,7,4.1,28.7,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-048397,ITEM-119,LOC-009,2025-10-28,22:32:00,7,3.2,22.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048398,ITEM-045,LOC-009,2025-09-02,22:04:00,12,12.0,144.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048399,ITEM-071,LOC-015,2025-06-11,14:55:00,4,9.5,38.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-048400,ITEM-001,LOC-013,2025-01-22,14:46:00,4,6.75,27.0,OVERCOOKED_OR_BURNT,POPULAR_LOW_MARGIN,Line Supervisor
WAS-048401,ITEM-064,LOC-018,2025-11-17,14:48:00,10,23.5,235.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048402,ITEM-027,LOC-001,2025-11-14,23:55:00,11,8.7,95.7,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048403,ITEM-086,LOC-017,2025-05-03,22:34:00,3,10.2,30.6,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Inventory Clerk
WAS-048404,ITEM-034,LOC-012,2025-02-21,15:35:00,9,9.8,88.2,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-048405,ITEM-091,LOC-019,2025-03-28,14:57:00,12,11.5,138.0,EXPIRED_SHELF_LIFE,POPULAR_LOW_MARGIN,Kitchen Manager
WAS-048406,ITEM-046,LOC-001,2025-01-26,15:55:00,4,24.5,98.0,EXPIRED_SHELF_LIFE,STANDARD,Line Supervisor
WAS-048407,ITEM-144,LOC-004,2025-03-26,14:25:00,5,2.6,13.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-048408,ITEM-065,LOC-019,2025-03-10,22:34:00,8,15.0,120.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048409,ITEM-110,LOC-007,2025-01-06,22:04:00,12,5.8,69.6,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Sous Chef
WAS-048410,ITEM-075,LOC-011,2025-12-30,14:34:00,2,16.5,33.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048411,ITEM-148,LOC-016,2025-07-05,23:05:00,11,4.1,45.1,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Sous Chef
WAS-048412,ITEM-089,LOC-014,2025-03-25,23:48:00,1,5.8,5.8,PREPARATION_ERROR,STANDARD,Inventory Clerk
WAS-048413,ITEM-086,LOC-019,2025-06-13,22:29:00,8,10.2,81.6,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Line Supervisor
WAS-048414,ITEM-043,LOC-005,2025-02-15,15:43:00,8,8.5,68.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048415,ITEM-069,LOC-012,2025-05-29,15:28:00,11,14.8,162.8,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-048416,ITEM-045,LOC-013,2025-07-02,23:40:00,12,12.0,144.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-048417,ITEM-005,LOC-011,2025-10-26,23:29:00,3,11.5,34.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-048418,ITEM-085,LOC-001,2025-09-27,23:58:00,4,9.8,39.2,PREPARATION_ERROR,STANDARD,Inventory Clerk
WAS-048419,ITEM-039,LOC-003,2025-08-20,23:58:00,8,11.2,89.6,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-048420,ITEM-063,LOC-018,2025-10-08,14:58:00,1,16.2,16.2,OVERPRODUCTION_UNSOLD,STANDARD,Inventory Clerk
WAS-048421,ITEM-043,LOC-001,2025-08-27,15:41:00,2,8.5,17.0,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Sous Chef
WAS-048422,ITEM-033,LOC-005,2025-08-19,15:53:00,3,7.5,22.5,OVERPRODUCTION_UNSOLD,STANDARD,Kitchen Manager
WAS-048423,ITEM-009,LOC-001,2025-11-26,14:34:00,2,7.8,15.6,OVERPRODUCTION_UNSOLD,STANDARD,Sous Chef
WAS-048424,ITEM-053,LOC-002,2025-03-11,22:15:00,4,13.8,55.2,OVERPRODUCTION_UNSOLD,STANDARD,Inventory Clerk
WAS-048425,ITEM-011,LOC-001,2025-06-30,14:38:00,4,9.8,39.2,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-048426,ITEM-071,LOC-008,2025-05-20,22:13:00,12,9.5,114.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Inventory Clerk
WAS-048427,ITEM-005,LOC-013,2025-11-09,14:09:00,10,11.5,115.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Kitchen Manager
WAS-048428,ITEM-144,LOC-001,2025-08-08,14:20:00,10,2.6,26.0,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-048429,ITEM-146,LOC-007,2025-06-13,14:49:00,11,3.4,37.4,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-048430,ITEM-045,LOC-003,2025-03-06,14:35:00,8,12.0,96.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-048431,ITEM-041,LOC-019,2025-06-15,15:59:00,6,6.8,40.8,EQUIPMENT_COOLER_FAILURE,STANDARD,Kitchen Manager
WAS-048432,ITEM-013,LOC-002,2025-10-14,14:05:00,1,5.5,5.5,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
WAS-048433,ITEM-127,LOC-002,2025-04-25,14:24:00,3,1.6,4.8,CUSTOMER_SEND_BACK,PRICE_SENSITIVE,Inventory Clerk
WAS-048434,ITEM-074,LOC-006,2025-01-17,22:21:00,5,12.0,60.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-048435,ITEM-075,LOC-003,2025-08-02,22:31:00,10,16.5,165.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048436,ITEM-119,LOC-010,2025-06-11,15:07:00,8,3.2,25.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048437,ITEM-130,LOC-004,2025-06-24,15:45:00,3,2.5,7.5,PREPARATION_ERROR,STANDARD,Sous Chef
WAS-048438,ITEM-110,LOC-002,2025-02-21,22:06:00,10,5.8,58.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-048439,ITEM-098,LOC-007,2025-06-20,23:49:00,5,6.8,34.0,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-048440,ITEM-119,LOC-020,2025-01-29,23:35:00,6,3.2,19.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-048441,ITEM-119,LOC-001,2025-08-26,14:53:00,10,3.2,32.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Kitchen Manager
WAS-048442,ITEM-062,LOC-009,2025-09-09,15:38:00,4,16.0,64.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048443,ITEM-148,LOC-001,2025-11-14,23:38:00,8,4.1,32.8,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-048444,ITEM-085,LOC-001,2025-07-27,15:46:00,2,9.8,19.6,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
WAS-048445,ITEM-062,LOC-007,2025-11-07,14:56:00,11,16.0,176.0,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-048446,ITEM-065,LOC-009,2025-01-06,15:48:00,2,15.0,30.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-048447,ITEM-082,LOC-016,2025-10-02,14:08:00,6,7.5,45.0,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Sous Chef
WAS-048448,ITEM-060,LOC-018,2025-09-25,22:53:00,1,25.0,25.0,OVERPRODUCTION_UNSOLD,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-048449,ITEM-110,LOC-019,2025-10-10,14:29:00,5,5.8,29.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-048450,ITEM-022,LOC-014,2025-08-06,14:54:00,5,8.0,40.0,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-048451,ITEM-128,LOC-014,2025-02-06,15:51:00,1,1.8,1.8,PREPARATION_ERROR,STANDARD,Line Supervisor
WAS-048452,ITEM-045,LOC-005,2025-12-10,15:36:00,8,12.0,96.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-048453,ITEM-024,LOC-006,2025-11-10,23:38:00,2,5.8,11.6,OVERPRODUCTION_UNSOLD,STANDARD,Kitchen Manager
WAS-048454,ITEM-114,LOC-019,2025-01-31,15:47:00,3,2.4,7.2,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
