order_date,item_name,actual_demand,predicted_demand,forecast_error,granularity
2025-12-24,Affogato al Caffe Espresso Scoop,16.0,30.26,-14.26,Menu Items
2025-12-24,Aperol Spritz Prosecco Orange,36.0,34.22,1.78,Menu Items
2025-12-24,Artisanal Kombucha Peach Ginger,17.0,20.72,-3.72,Menu Items
2025-12-24,Artisanal Macaron Assortment (6pcs),19.0,20.13,-1.13,Menu Items
2025-12-24,Artisanal Vegan Charcuterie Board,1.0,6.58,-5.58,Menu Items
2025-12-24,Avocado Supergreen Toast Sourdough,22.0,30.05,-8.05,Menu Items
2025-12-24,BBQ Glazed St. Louis Ribs (Full),10.0,21.82,-11.82,Menu Items
2025-12-24,BBQ Pulled Pork Brioche,34.0,29.08,4.92,Menu Items
2025-12-24,Bacon Wrapped Stuffed Dates,23.0,19.88,3.12,Menu Items
2025-12-24,Belgian Hot Chocolate Marshmallows,20.0,22.66,-2.66,Menu Items
2025-12-24,Beyond Meat Gourmet Burger,26.0,29.97,-3.97,Menu Items
2025-12-24,Bistro Hanger Steak Shallot Jus,13.0,19.52,-6.52,Menu Items
2025-12-24,Black Angus Bacon Cheddar,36.0,35.26,0.74,Menu Items
2025-12-24,Black Truffle Infused Manhattan,7.0,4.4,2.6,Menu Items
2025-12-24,Black Truffle Tagliolini Caviar,3.0,4.67,-1.67,Menu Items
2025-12-24,Blackened Salmon Cobb Salad,9.0,25.03,-16.03,Menu Items
2025-12-24,Burrata Caprese Heirloom Salad,7.0,20.36,-13.36,Menu Items
2025-12-24,Burrata Caprese Pizza,27.0,21.13,5.87,Menu Items
2025-12-24,Butter Poached Maine Lobster Tail,5.0,6.19,-1.19,Menu Items
2025-12-24,Calabrian Sausage Rigatoni,24.0,28.92,-4.92,Menu Items
2025-12-24,California Turkey Avocado Club,10.0,20.53,-10.53,Menu Items
2025-12-24,Caramel Macchiato Sea Salt,33.0,42.15,-9.15,Menu Items
2025-12-24,Ceremonial Iced Matcha Latte,27.0,30.7,-3.7,Menu Items
2025-12-24,Chipotle Fish Tacos (3pcs),9.0,19.35,-10.35,Menu Items
2025-12-24,Classic BLT Sourdough,35.0,28.48,6.52,Menu Items
2025-12-24,Classic Buffalo Chicken Wings,33.0,46.77,-13.77,Menu Items
2025-12-24,Classic Fish & Chips Tartar,19.0,40.89,-21.89,Menu Items
2025-12-24,Classic Greek Village Salad,20.0,29.38,-9.38,Menu Items
2025-12-24,Classic Madagascar Vanilla Bean Gelato,28.0,40.75,-12.75,Menu Items
2025-12-24,Classic Moscow Mule Copper Mug,26.0,33.41,-7.41,Menu Items
2025-12-24,Coffee-Crusted Prime Ribeye (14oz),14.0,13.99,0.01,Menu Items
2025-12-24,Cold Pressed Green Detox Juice,15.0,14.74,0.26,Menu Items
2025-12-24,Colorado Rosemary Lamb Chops,12.0,11.91,0.09,Menu Items
2025-12-24,Creamy Cashew Alfredo Tagliatelle,23.0,19.68,3.32,Menu Items
2025-12-24,Creamy Fettuccine Alfredo,26.0,42.24,-16.24,Menu Items
2025-12-24,Crispy Buttermilk Chicken Sandwich,58.0,44.09,13.91,Menu Items
2025-12-24,Crispy Calamari Fritti,18.0,28.34,-10.34,Menu Items
2025-12-24,Crispy Cauliflower Buffalo Bites,24.0,29.24,-5.24,Menu Items
2025-12-24,Crispy Falafel Mezze Platter,21.0,24.27,-3.27,Menu Items
2025-12-24,Crispy Parmesan Truffle Fries,37.0,48.28,-11.28,Menu Items
2025-12-24,Crispy Skin Mediterranean Branzino,9.0,12.39,-3.39,Menu Items
2025-12-24,Cubano Roast Pork Sandwich,10.0,17.98,-7.98,Menu Items
2025-12-24,Dark Chocolate Souffle Grand Marnier,8.0,4.61,3.39,Menu Items
2025-12-24,DineIQ House Draft Lager (Pint),42.0,49.62,-7.62,Menu Items
2025-12-24,DineIQ House Drip Roast Coffee,42.0,52.7,-10.7,Menu Items
2025-12-24,DineIQ Signature Caesar Salad,63.0,42.08,20.92,Menu Items
2025-12-24,DineIQ Smash Double Cheeseburger,53.0,49.98,3.02,Menu Items
2025-12-24,Double Espresso Single Origin,50.0,45.91,4.09,Menu Items
2025-12-24,Double Pepperoni Hot Honey Pizza,58.0,49.48,8.52,Menu Items
2025-12-24,Dry-Aged Bone-in NY Strip (16oz),9.0,11.88,-2.88,Menu Items
2025-12-24,Dry-Aged Tomahawk Ribeye (36oz),0.0,3.09,-3.09,Menu Items
2025-12-24,Elderflower French 75 Champagne,21.0,29.64,-8.64,Menu Items
2025-12-24,Espresso Martini Vanilla Foam,31.0,35.61,-4.61,Menu Items
2025-12-24,Fresh Squeezed Orange Juice,21.0,31.86,-10.86,Menu Items
2025-12-24,Fresh Wild Berry Pavlova,5.0,13.76,-8.76,Menu Items
2025-12-24,Fried Softshell Crab Basket,6.0,10.37,-4.37,Menu Items
2025-12-24,Garlic Butter Tiger Prawns Skewer,25.0,22.14,2.86,Menu Items
2025-12-24,Garlic Herb Breadsticks,35.0,42.9,-7.9,Menu Items
2025-12-24,Golden Mozzarella Sticks,26.0,41.39,-15.39,Menu Items
2025-12-24,Golden Turmeric Lentil Soup Bowl,42.0,27.9,14.1,Menu Items
2025-12-24,Green Goddess Farro Bowl,18.0,17.75,0.25,Menu Items
2025-12-24,Grilled Halloumi Flatbread,7.0,15.06,-8.06,Menu Items
2025-12-24,Grilled Yellowfin Ahi Tuna Steak,15.0,12.28,2.72,Menu Items
2025-12-24,Handcrafted Lobster Ravioli,3.0,15.72,-12.72,Menu Items
2025-12-24,Heirloom Tomato Bruschetta,30.0,30.17,-0.17,Menu Items
2025-12-24,Hibiscus Berry Botanical Fizz (Mocktail),16.0,27.22,-11.22,Menu Items
2025-12-24,Jackfruit Smoky Carnitas Tacos,15.0,23.62,-8.62,Menu Items
2025-12-24,Jumbo Lump Crab Cakes (2pcs),9.0,13.73,-4.73,Menu Items
2025-12-24,Kale Tahini Caesar Roasted Chickpeas,21.0,22.03,-1.03,Menu Items
2025-12-24,Key Lime Tart Graham Crust,20.0,20.68,-0.68,Menu Items
2025-12-24,Korean Gochujang Crispy Tofu,14.0,19.8,-5.8,Menu Items
2025-12-24,Lasagna Bolognese Al Forno,28.0,25.6,2.4,Menu Items
2025-12-24,Lentil Shepherd's Pie Sweet Potato,9.0,14.0,-5.0,Menu Items
2025-12-24,Linguine alle Vongole (Clams),10.0,12.64,-2.64,Menu Items
2025-12-24,Loaded Queso Nachos,27.0,33.56,-6.56,Menu Items
2025-12-24,Margherita Sourdough Pizza,38.0,49.03,-11.03,Menu Items
2025-12-24,Matcha Green Tea Crepe Cake,19.0,15.51,3.49,Menu Items
2025-12-24,Mediterranean Quinoa Crunch Bowl,26.0,29.75,-3.75,Menu Items
2025-12-24,Molten Chocolate Lava Cake,33.0,42.0,-9.0,Menu Items
2025-12-24,Mushroom & Walnut Bolognese,17.0,20.47,-3.47,Menu Items
2025-12-24,New York Style Cheesecake,36.0,44.15,-8.15,Menu Items
2025-12-24,Nitro Cold Brew Sweet Cream,27.0,44.39,-17.39,Menu Items
2025-12-24,Organic Earl Grey Loose Leaf Tea,14.0,28.35,-14.35,Menu Items
2025-12-24,Pacific Black Cod Miso Glaze,11.0,8.81,2.19,Menu Items
2025-12-24,Pan-Roasted Duck Breast Plum Glaze,3.0,9.4,-6.4,Menu Items
2025-12-24,Pan-Seared Chilean Sea Bass,5.0,9.63,-4.63,Menu Items
2025-12-24,Pecan Pie Bourbon Whipped Cream,11.0,17.64,-6.64,Menu Items
2025-12-24,Pepper-Crusted Bison Tenderloin,2.0,2.98,-0.98,Menu Items
2025-12-24,Philly Ribeye Cheesesteak,16.0,25.26,-9.26,Menu Items
2025-12-24,Portobello Mushroom Swiss Burger,12.0,16.16,-4.16,Menu Items
2025-12-24,Prime Wagyu Truffle Burger,4.0,10.86,-6.86,Menu Items
2025-12-24,Prosciutto e Rucola Pizza,14.0,20.74,-6.74,Menu Items
2025-12-24,Quattro Formaggi Bianca,27.0,30.9,-3.9,Menu Items
2025-12-24,Rare Blue Mountain Jamaican Pour-Over,3.0,3.17,-0.17,Menu Items
2025-12-24,Rare Japanese Whisky Flight (3-pour),1.0,3.12,-2.12,Menu Items
2025-12-24,Red Sangria Pitcher (House Wine),26.0,23.23,2.77,Menu Items
2025-12-24,Reserve Osetra Caviar Blinis,0.0,2.92,-2.92,Menu Items
2025-12-24,Roasted Beet & Goat Cheese Bowl,15.0,21.08,-6.08,Menu Items
2025-12-24,Roasted Eggplant Harissa Shakshuka,9.0,17.09,-8.09,Menu Items
2025-12-24,Roasted Veal Chop Chanterelles,2.0,3.28,-1.28,Menu Items
2025-12-24,Salted Caramel Creme Brulee,28.0,31.37,-3.37,Menu Items
2025-12-24,Seafood Bouillabaisse Saffron Rouille,15.0,8.4,6.6,Menu Items
2025-12-24,Seafood Paella Valenciana,11.0,16.73,-5.73,Menu Items
2025-12-24,Seared Diver Scallops Sweet Corn,8.0,10.62,-2.62,Menu Items
2025-12-24,Sesame Ahi Tuna Poke Bowl,33.0,28.24,4.76,Menu Items
2025-12-24,Signature Smoked Old Fashioned,15.0,34.42,-19.42,Menu Items
2025-12-24,Simple Garden House Salad,31.0,34.16,-3.16,Menu Items
2025-12-24,Slow-Braised Beef Short Ribs,24.0,24.85,-0.85,Menu Items
2025-12-24,Slow-Braised Wild Boar Pappardelle,7.0,18.17,-11.17,Menu Items
2025-12-24,Smoked Bone-in Kurobuta Pork Chop,16.0,14.79,1.21,Menu Items
2025-12-24,Smoked Brisket Panini,15.0,19.86,-4.86,Menu Items
2025-12-24,Smoked Duck Croquettes,10.0,19.87,-9.87,Menu Items
2025-12-24,Smoked Rosemary Paloma Tequila,20.0,28.63,-8.63,Menu Items
2025-12-24,Soft-Shell Crab Sliders,4.0,8.17,-4.17,Menu Items
2025-12-24,Southwest Chipotle Chicken Bowl,21.0,33.12,-12.12,Menu Items
2025-12-24,Spaghetti All'Amatriciana,28.0,33.29,-5.29,Menu Items
2025-12-24,Spanakopita Herb Triangles,4.0,17.07,-13.07,Menu Items
2025-12-24,Sparkling San Pellegrino (750ml),24.0,28.31,-4.31,Menu Items
2025-12-24,Spiced Masala Chai Latte,24.0,28.03,-4.03,Menu Items
2025-12-24,Spicy Diavola Pizza,35.0,33.45,1.55,Menu Items
2025-12-24,Spicy Nashville Hot Chicken Bun,36.0,35.07,0.93,Menu Items
2025-12-24,Spicy Passionfruit Mezcalita,33.0,30.26,2.74,Menu Items
2025-12-24,Spicy Tofu Peanut Noodle Bowl,20.0,25.22,-5.22,Menu Items
2025-12-24,Spicy Tuna Crispy Rice,9.0,21.61,-12.61,Menu Items
2025-12-24,Steak Frites Garlic Herb Butter,40.0,35.26,4.74,Menu Items
2025-12-24,Steakhouse Flat Iron Chimichurri,11.0,26.01,-15.01,Menu Items
2025-12-24,Steamed Blue Mussels White Wine,19.0,18.31,0.69,Menu Items
2025-12-24,Strawberry Basil Smash Lemonade (Mocktail),13.0,26.95,-13.95,Menu Items
2025-12-24,Strawberry Gorgonzola Pecan Salad,15.0,20.54,-5.54,Menu Items
2025-12-24,Thai Coconut Green Curry Tofu,22.0,22.01,-0.01,Menu Items
2025-12-24,Thai Crunch Peanut Chicken Salad,30.0,25.03,4.97,Menu Items
2025-12-24,Traditional Italian Tiramisu,23.0,34.46,-11.46,Menu Items
2025-12-24,Truffle Lobster Roll,11.0,5.39,5.61,Menu Items
2025-12-24,Truffle Whipped Burrata,17.0,26.42,-9.42,Menu Items
2025-12-24,Truffle Wild Mushroom Risotto,9.0,21.26,-12.26,Menu Items
2025-12-24,Truffled Wild Mushroom Gnocchi,28.0,21.35,6.65,Menu Items
2025-12-24,USDA Prime Center-Cut Filet Mignon (8oz),25.0,19.63,5.37,Menu Items
2025-12-24,Vanilla Bean Oat Milk Latte,31.0,47.3,-16.3,Menu Items
2025-12-24,Vintage Champagne Berry Float,0.0,3.77,-3.77,Menu Items
2025-12-24,Warm Apple Cinnamon Crisp,22.0,25.87,-3.87,Menu Items
2025-12-24,Warm Churros with Spiced Dulce,38.0,30.72,7.28,Menu Items
2025-12-24,Warm Roasted Butternut Squash Bowl,7.0,12.2,-5.2,Menu Items
2025-12-24,Whole Grilled Red Snapper Mojo,1.0,5.76,-4.76,Menu Items
2025-12-24,Wild Alaskan Salmon Tartare,5.0,10.15,-5.15,Menu Items
2025-12-24,Wild King Salmon Lemon Herb,31.0,25.5,5.5,Menu Items
2025-12-24,Wild Rice & Avocado Harvest Bowl,18.0,22.19,-4.19,Menu Items
2025-12-24,Yuzu Lavender Gin Tonic,39.0,29.45,9.55,Menu Items
2025-12-24,Zero-Proof Cucumber Mint Cooler,34.0,28.9,5.1,Menu Items
2025-12-25,A5 Miyazaki Japanese Wagyu (4oz),5.0,3.12,1.88,Menu Items
2025-12-25,Acai Berry Superfood Smoothie,24.0,24.85,-0.85,Menu Items
2025-12-25,Affogato al Caffe Espresso Scoop,40.0,37.48,2.52,Menu Items
2025-12-25,Aperol Spritz Prosecco Orange,42.0,43.51,-1.51,Menu Items
2025-12-25,Artisanal Kombucha Peach Ginger,31.0,24.83,6.17,Menu Items
2025-12-25,Artisanal Macaron Assortment (6pcs),32.0,23.69,8.31,Menu Items
2025-12-25,Artisanal Vegan Charcuterie Board,9.0,7.53,1.47,Menu Items
2025-12-25,Avocado Supergreen Toast Sourdough,23.0,35.71,-12.71,Menu Items
2025-12-25,BBQ Glazed St. Louis Ribs (Full),21.0,27.5,-6.5,Menu Items
2025-12-25,BBQ Pulled Pork Brioche,24.0,33.97,-9.97,Menu Items
2025-12-25,Bacon Wrapped Stuffed Dates,19.0,22.9,-3.9,Menu Items
2025-12-25,Belgian Hot Chocolate Marshmallows,25.0,27.15,-2.15,Menu Items
2025-12-25,Beyond Meat Gourmet Burger,42.0,34.45,7.55,Menu Items
2025-12-25,Bistro Hanger Steak Shallot Jus,21.0,22.2,-1.2,Menu Items
2025-12-25,Black Angus Bacon Cheddar,35.0,44.94,-9.94,Menu Items
2025-12-25,Black Truffle Infused Manhattan,5.0,4.78,0.22,Menu Items
2025-12-25,Black Truffle Tagliolini Caviar,6.0,5.14,0.86,Menu Items
2025-12-25,Blackened Salmon Cobb Salad,26.0,30.37,-4.37,Menu Items
2025-12-25,Burrata Caprese Heirloom Salad,21.0,22.84,-1.84,Menu Items
2025-12-25,Burrata Caprese Pizza,10.0,24.39,-14.39,Menu Items
2025-12-25,Butter Poached Maine Lobster Tail,11.0,6.68,4.32,Menu Items
2025-12-25,Calabrian Sausage Rigatoni,40.0,33.4,6.6,Menu Items
2025-12-25,California Turkey Avocado Club,31.0,25.12,5.88,Menu Items
2025-12-25,Caramel Macchiato Sea Salt,40.0,50.27,-10.27,Menu Items
2025-12-25,Ceremonial Iced Matcha Latte,29.0,36.22,-7.22,Menu Items
2025-12-25,Chipotle Fish Tacos (3pcs),20.0,22.21,-2.21,Menu Items
2025-12-25,Classic BLT Sourdough,28.0,32.99,-4.99,Menu Items
2025-12-25,Classic Buffalo Chicken Wings,56.0,52.95,3.05,Menu Items
2025-12-25,Classic Fish & Chips Tartar,56.0,50.06,5.94,Menu Items
2025-12-25,Classic Greek Village Salad,19.0,34.63,-15.63,Menu Items
2025-12-25,Classic Madagascar Vanilla Bean Gelato,36.0,48.41,-12.41,Menu Items
2025-12-25,Classic Moscow Mule Copper Mug,41.0,42.2,-1.2,Menu Items
2025-12-25,Coffee-Crusted Prime Ribeye (14oz),19.0,16.5,2.5,Menu Items
2025-12-25,Cold Pressed Green Detox Juice,22.0,17.8,4.2,Menu Items
2025-12-25,Colorado Rosemary Lamb Chops,20.0,12.73,7.27,Menu Items
2025-12-25,Creamy Cashew Alfredo Tagliatelle,26.0,22.59,3.41,Menu Items
2025-12-25,Creamy Fettuccine Alfredo,31.0,48.74,-17.74,Menu Items
2025-12-25,Crispy Buttermilk Chicken Sandwich,60.0,51.51,8.49,Menu Items
2025-12-25,Crispy Calamari Fritti,35.0,32.12,2.88,Menu Items
2025-12-25,Crispy Cauliflower Buffalo Bites,35.0,33.71,1.29,Menu Items
2025-12-25,Crispy Falafel Mezze Platter,31.0,28.63,2.37,Menu Items
2025-12-25,Crispy Parmesan Truffle Fries,65.0,54.05,10.95,Menu Items
2025-12-25,Crispy Skin Mediterranean Branzino,11.0,13.5,-2.5,Menu Items
2025-12-25,Cubano Roast Pork Sandwich,9.0,19.98,-10.98,Menu Items
2025-12-25,Dark Chocolate Souffle Grand Marnier,8.0,5.31,2.69,Menu Items
2025-12-25,DineIQ House Draft Lager (Pint),61.0,57.67,3.33,Menu Items
2025-12-25,DineIQ House Drip Roast Coffee,76.0,61.41,14.59,Menu Items
2025-12-25,DineIQ Signature Caesar Salad,57.0,50.02,6.98,Menu Items
2025-12-25,DineIQ Smash Double Cheeseburger,59.0,55.71,3.29,Menu Items
2025-12-25,Double Espresso Single Origin,41.0,53.06,-12.06,Menu Items
2025-12-25,Double Pepperoni Hot Honey Pizza,57.0,53.69,3.31,Menu Items
2025-12-25,Dry-Aged Bone-in NY Strip (16oz),9.0,13.1,-4.1,Menu Items
2025-12-25,Dry-Aged Tomahawk Ribeye (36oz),3.0,3.44,-0.44,Menu Items
2025-12-25,Elderflower French 75 Champagne,31.0,34.23,-3.23,Menu Items
2025-12-25,Espresso Martini Vanilla Foam,32.0,44.56,-12.56,Menu Items
2025-12-25,Fresh Squeezed Orange Juice,35.0,38.3,-3.3,Menu Items
2025-12-25,Fresh Wild Berry Pavlova,16.0,15.47,0.53,Menu Items
2025-12-25,Fried Softshell Crab Basket,7.0,10.72,-3.72,Menu Items
2025-12-25,Garlic Butter Tiger Prawns Skewer,12.0,26.87,-14.87,Menu Items
2025-12-25,Garlic Herb Breadsticks,52.0,52.0,0.0,Menu Items
2025-12-25,Golden Mozzarella Sticks,77.0,50.16,26.84,Menu Items
2025-12-25,Golden Turmeric Lentil Soup Bowl,28.0,32.6,-4.6,Menu Items
2025-12-25,Green Goddess Farro Bowl,15.0,20.2,-5.2,Menu Items
2025-12-25,Grilled Halloumi Flatbread,23.0,17.49,5.51,Menu Items
2025-12-25,Grilled Yellowfin Ahi Tuna Steak,9.0,13.25,-4.25,Menu Items
2025-12-25,Handcrafted Lobster Ravioli,11.0,17.86,-6.86,Menu Items
2025-12-25,Heirloom Tomato Bruschetta,28.0,35.52,-7.52,Menu Items
2025-12-25,Hibiscus Berry Botanical Fizz (Mocktail),45.0,31.32,13.68,Menu Items
2025-12-25,Jackfruit Smoky Carnitas Tacos,25.0,27.8,-2.8,Menu Items
2025-12-25,Jumbo Lump Crab Cakes (2pcs),14.0,15.3,-1.3,Menu Items
2025-12-25,Kale Tahini Caesar Roasted Chickpeas,24.0,25.99,-1.99,Menu Items
2025-12-25,Key Lime Tart Graham Crust,20.0,25.37,-5.37,Menu Items
2025-12-25,Korean Gochujang Crispy Tofu,22.0,22.15,-0.15,Menu Items
2025-12-25,Lasagna Bolognese Al Forno,26.0,31.46,-5.46,Menu Items
2025-12-25,Lentil Shepherd's Pie Sweet Potato,15.0,16.32,-1.32,Menu Items
2025-12-25,Linguine alle Vongole (Clams),8.0,13.64,-5.64,Menu Items
2025-12-25,Loaded Queso Nachos,54.0,42.39,11.61,Menu Items
2025-12-25,Margherita Sourdough Pizza,63.0,56.34,6.66,Menu Items
2025-12-25,Matcha Green Tea Crepe Cake,9.0,17.7,-8.7,Menu Items
2025-12-25,Mediterranean Quinoa Crunch Bowl,43.0,34.74,8.26,Menu Items
2025-12-25,Molten Chocolate Lava Cake,52.0,49.52,2.48,Menu Items
2025-12-25,Mushroom & Walnut Bolognese,8.0,23.22,-15.22,Menu Items
2025-12-25,New York Style Cheesecake,60.0,50.71,9.29,Menu Items
2025-12-25,Nitro Cold Brew Sweet Cream,52.0,50.79,1.21,Menu Items
2025-12-25,Organic Earl Grey Loose Leaf Tea,26.0,33.37,-7.37,Menu Items
2025-12-25,Pacific Black Cod Miso Glaze,7.0,9.71,-2.71,Menu Items
2025-12-25,Pan-Roasted Duck Breast Plum Glaze,12.0,10.28,1.72,Menu Items
2025-12-25,Pan-Seared Chilean Sea Bass,8.0,10.21,-2.21,Menu Items
2025-12-25,Pecan Pie Bourbon Whipped Cream,13.0,20.17,-7.17,Menu Items
2025-12-25,Pepper-Crusted Bison Tenderloin,1.0,3.36,-2.36,Menu Items
2025-12-25,Philly Ribeye Cheesesteak,20.0,30.45,-10.45,Menu Items
2025-12-25,Portobello Mushroom Swiss Burger,28.0,18.99,9.01,Menu Items
2025-12-25,Prime Wagyu Truffle Burger,11.0,11.89,-0.89,Menu Items
2025-12-25,Prosciutto e Rucola Pizza,37.0,24.92,12.08,Menu Items
2025-12-25,Quattro Formaggi Bianca,34.0,34.54,-0.54,Menu Items
2025-12-25,Rare Blue Mountain Jamaican Pour-Over,8.0,3.67,4.33,Menu Items
2025-12-25,Rare Japanese Whisky Flight (3-pour),3.0,3.82,-0.82,Menu Items
2025-12-25,Red Sangria Pitcher (House Wine),20.0,27.32,-7.32,Menu Items
2025-12-25,Reserve Osetra Caviar Blinis,2.0,3.43,-1.43,Menu Items
2025-12-25,Roasted Beet & Goat Cheese Bowl,13.0,24.03,-11.03,Menu Items
2025-12-25,Roasted Eggplant Harissa Shakshuka,13.0,19.94,-6.94,Menu Items
2025-12-25,Roasted Veal Chop Chanterelles,6.0,3.82,2.18,Menu Items
2025-12-25,Salted Caramel Creme Brulee,25.0,35.56,-10.56,Menu Items
2025-12-25,Seafood Bouillabaisse Saffron Rouille,13.0,9.47,3.53,Menu Items
2025-12-25,Seafood Paella Valenciana,19.0,19.11,-0.11,Menu Items
2025-12-25,Seared Diver Scallops Sweet Corn,14.0,11.7,2.3,Menu Items
2025-12-25,Sesame Ahi Tuna Poke Bowl,32.0,32.77,-0.77,Menu Items
2025-12-25,Signature Smoked Old Fashioned,35.0,41.17,-6.17,Menu Items
2025-12-25,Simple Garden House Salad,44.0,43.13,0.87,Menu Items
2025-12-25,Slow-Braised Beef Short Ribs,35.0,29.81,5.19,Menu Items
2025-12-25,Slow-Braised Wild Boar Pappardelle,33.0,21.27,11.73,Menu Items
2025-12-25,Smoked Bone-in Kurobuta Pork Chop,13.0,16.75,-3.75,Menu Items
2025-12-25,Smoked Brisket Panini,20.0,23.25,-3.25,Menu Items
2025-12-25,Smoked Duck Croquettes,20.0,23.0,-3.0,Menu Items
2025-12-25,Smoked Rosemary Paloma Tequila,31.0,33.45,-2.45,Menu Items
2025-12-25,Soft-Shell Crab Sliders,6.0,9.22,-3.22,Menu Items
2025-12-25,Southwest Chipotle Chicken Bowl,35.0,38.43,-3.43,Menu Items
2025-12-25,Spaghetti All'Amatriciana,44.0,41.86,2.14,Menu Items
2025-12-25,Spanakopita Herb Triangles,23.0,19.68,3.32,Menu Items
2025-12-25,Sparkling San Pellegrino (750ml),20.0,34.01,-14.01,Menu Items
2025-12-25,Spiced Masala Chai Latte,22.0,32.12,-10.12,Menu Items
2025-12-25,Spicy Diavola Pizza,33.0,41.37,-8.37,Menu Items
2025-12-25,Spicy Nashville Hot Chicken Bun,40.0,43.23,-3.23,Menu Items
2025-12-25,Spicy Passionfruit Mezcalita,26.0,37.02,-11.02,Menu Items
2025-12-25,Spicy Tofu Peanut Noodle Bowl,30.0,29.88,0.12,Menu Items
2025-12-25,Spicy Tuna Crispy Rice,24.0,26.09,-2.09,Menu Items
2025-12-25,Steak Frites Garlic Herb Butter,45.0,43.52,1.48,Menu Items
2025-12-25,Steakhouse Flat Iron Chimichurri,37.0,30.58,6.42,Menu Items
2025-12-25,Steamed Blue Mussels White Wine,20.0,21.07,-1.07,Menu Items
2025-12-25,Strawberry Basil Smash Lemonade (Mocktail),39.0,30.59,8.41,Menu Items
2025-12-25,Strawberry Gorgonzola Pecan Salad,31.0,24.62,6.38,Menu Items
2025-12-25,Thai Coconut Green Curry Tofu,30.0,27.01,2.99,Menu Items
2025-12-25,Thai Crunch Peanut Chicken Salad,37.0,30.21,6.79,Menu Items
2025-12-25,Traditional Italian Tiramisu,48.0,43.26,4.74,Menu Items
2025-12-25,Truffle Lobster Roll,12.0,6.02,5.98,Menu Items
2025-12-25,Truffle Whipped Burrata,31.0,30.98,0.02,Menu Items
2025-12-25,Truffle Wild Mushroom Risotto,23.0,25.51,-2.51,Menu Items
2025-12-25,Truffled Wild Mushroom Gnocchi,26.0,26.43,-0.43,Menu Items
2025-12-25,USDA Prime Center-Cut Filet Mignon (8oz),32.0,22.6,9.4,Menu Items
2025-12-25,Vanilla Bean Oat Milk Latte,56.0,53.15,2.85,Menu Items
2025-12-25,Vintage Champagne Berry Float,9.0,4.15,4.85,Menu Items
2025-12-25,Warm Apple Cinnamon Crisp,17.0,30.9,-13.9,Menu Items
2025-12-25,Warm Churros with Spiced Dulce,35.0,36.75,-1.75,Menu Items
2025-12-25,Warm Roasted Butternut Squash Bowl,17.0,13.28,3.72,Menu Items
2025-12-25,Whole Grilled Red Snapper Mojo,6.0,6.26,-0.26,Menu Items
2025-12-25,Wild Alaskan Salmon Tartare,6.0,11.51,-5.51,Menu Items
2025-12-25,Wild King Salmon Lemon Herb,29.0,31.02,-2.02,Menu Items
2025-12-25,Wild Rice & Avocado Harvest Bowl,22.0,27.09,-5.09,Menu Items
2025-12-25,Yuzu Lavender Gin Tonic,35.0,33.58,1.42,Menu Items
2025-12-25,Zero-Proof Cucumber Mint Cooler,30.0,31.62,-1.62,Menu Items
2025-12-26,A5 Miyazaki Japanese Wagyu (4oz),6.0,3.87,2.13,Menu Items
2025-12-26,Acai Berry Superfood Smoothie,22.0,32.65,-10.65,Menu Items
2025-12-26,Affogato al Caffe Espresso Scoop,48.0,54.29,-6.29,Menu Items
2025-12-26,Aperol Spritz Prosecco Orange,52.0,56.33,-4.33,Menu Items
2025-12-26,Artisanal Kombucha Peach Ginger,34.0,32.71,1.29,Menu Items
2025-12-26,Artisanal Macaron Assortment (6pcs),39.0,32.03,6.97,Menu Items
2025-12-26,Artisanal Vegan Charcuterie Board,10.0,10.58,-0.58,Menu Items
2025-12-26,Avocado Supergreen Toast Sourdough,39.0,47.71,-8.71,Menu Items
2025-12-26,BBQ Glazed St. Louis Ribs (Full),25.0,35.95,-10.95,Menu Items
2025-12-26,BBQ Pulled Pork Brioche,42.0,46.9,-4.9,Menu Items
2025-12-26,Bacon Wrapped Stuffed Dates,36.0,31.86,4.14,Menu Items
2025-12-26,Belgian Hot Chocolate Marshmallows,24.0,36.17,-12.17,Menu Items
2025-12-26,Beyond Meat Gourmet Burger,30.0,46.96,-16.96,Menu Items
2025-12-26,Bistro Hanger Steak Shallot Jus,42.0,31.45,10.55,Menu Items
2025-12-26,Black Angus Bacon Cheddar,48.0,58.24,-10.24,Menu Items
2025-12-26,Black Truffle Infused Manhattan,10.0,7.04,2.96,Menu Items
2025-12-26,Black Truffle Tagliolini Caviar,9.0,7.49,1.51,Menu Items
2025-12-26,Blackened Salmon Cobb Salad,27.0,40.93,-13.93,Menu Items
2025-12-26,Burrata Caprese Heirloom Salad,32.0,32.34,-0.34,Menu Items
2025-12-26,Burrata Caprese Pizza,31.0,32.12,-1.12,Menu Items
2025-12-26,Butter Poached Maine Lobster Tail,9.0,9.25,-0.25,Menu Items
2025-12-26,Calabrian Sausage Rigatoni,35.0,45.34,-10.34,Menu Items
2025-12-26,California Turkey Avocado Club,29.0,34.49,-5.49,Menu Items
2025-12-26,Caramel Macchiato Sea Salt,75.0,68.18,6.82,Menu Items
2025-12-26,Ceremonial Iced Matcha Latte,49.0,53.03,-4.03,Menu Items
2025-12-26,Chipotle Fish Tacos (3pcs),26.0,31.75,-5.75,Menu Items
2025-12-26,Classic BLT Sourdough,41.0,47.77,-6.77,Menu Items
2025-12-26,Classic Buffalo Chicken Wings,71.0,75.37,-4.37,Menu Items
