inventory_id,location_id,item_id,snapshot_date,starting_stock,quantity_received,quantity_sold,quantity_wasted,ending_stock,reorder_point,stock_status
INV-0020966,LOC-019,ITEM-150,2025-10-15,89,24,39,0,74,39,OPTIMAL
INV-0020967,LOC-019,ITEM-065,2025-10-15,50,67,42,0,75,22,OPTIMAL
INV-0020968,LOC-019,ITEM-043,2025-10-15,72,26,47,3,48,17,OPTIMAL
INV-0020969,LOC-019,ITEM-013,2025-10-15,48,74,77,1,44,19,OPTIMAL
INV-0020970,LOC-019,ITEM-110,2025-10-15,86,77,38,1,124,39,OPTIMAL
INV-0020971,LOC-019,ITEM-022,2025-10-15,21,60,36,1,44,35,OPTIMAL
INV-0020972,LOC-019,ITEM-129,2025-10-15,83,71,110,0,44,16,OPTIMAL
INV-0020973,LOC-019,ITEM-092,2025-10-15,63,65,107,0,21,28,REORDER_TRIGGERED
INV-0020974,LOC-019,ITEM-121,2025-10-15,88,38,104,0,22,18,OPTIMAL
INV-0020975,LOC-019,ITEM-091,2025-10-15,95,39,52,1,81,37,OPTIMAL
INV-0020976,LOC-020,ITEM-039,2025-10-15,57,57,93,8,13,15,REORDER_TRIGGERED
INV-0020977,LOC-020,ITEM-038,2025-10-15,74,15,46,0,43,18,OPTIMAL
INV-0020978,LOC-020,ITEM-004,2025-10-15,50,47,80,2,15,36,REORDER_TRIGGERED
INV-0020979,LOC-020,ITEM-087,2025-10-15,56,71,51,2,74,16,OPTIMAL
INV-0020980,LOC-020,ITEM-044,2025-10-15,95,70,47,0,118,34,OPTIMAL
INV-0020981,LOC-020,ITEM-027,2025-10-15,86,38,23,2,99,26,OPTIMAL
INV-0020982,LOC-020,ITEM-118,2025-10-15,80,22,96,0,6,15,REORDER_TRIGGERED
INV-0020983,LOC-020,ITEM-122,2025-10-15,103,59,88,0,74,34,OPTIMAL
INV-0020984,LOC-020,ITEM-012,2025-10-15,101,76,140,1,36,34,OPTIMAL
INV-0020985,LOC-020,ITEM-047,2025-10-15,99,52,26,1,124,15,OPTIMAL
INV-0020986,LOC-020,ITEM-015,2025-10-15,146,60,94,2,110,27,OPTIMAL
INV-0020987,LOC-020,ITEM-085,2025-10-15,129,43,70,2,100,36,OPTIMAL
INV-0020988,LOC-020,ITEM-134,2025-10-15,139,51,101,2,87,19,OPTIMAL
INV-0020989,LOC-020,ITEM-001,2025-10-15,27,43,53,1,16,32,REORDER_TRIGGERED
INV-0020990,LOC-020,ITEM-140,2025-10-15,100,19,42,2,75,26,OPTIMAL
INV-0020991,LOC-020,ITEM-058,2025-10-15,144,38,60,2,120,31,OPTIMAL
INV-0020992,LOC-020,ITEM-094,2025-10-15,67,80,37,1,109,34,OPTIMAL
INV-0020993,LOC-020,ITEM-145,2025-10-15,50,47,71,0,26,21,OPTIMAL
INV-0020994,LOC-020,ITEM-084,2025-10-15,123,25,115,1,32,20,OPTIMAL
INV-0020995,LOC-020,ITEM-106,2025-10-15,84,42,100,2,24,31,REORDER_TRIGGERED
INV-0020996,LOC-020,ITEM-088,2025-10-15,117,59,36,2,138,38,OPTIMAL
INV-0020997,LOC-020,ITEM-148,2025-10-15,119,12,72,6,53,35,OPTIMAL
INV-0020998,LOC-020,ITEM-023,2025-10-15,146,21,96,1,70,40,OPTIMAL
INV-0020999,LOC-020,ITEM-086,2025-10-15,58,51,64,8,37,35,OPTIMAL
INV-0021000,LOC-020,ITEM-043,2025-10-15,43,75,84,2,32,15,OPTIMAL
INV-0021001,LOC-001,ITEM-150,2025-10-22,147,44,72,0,119,31,OPTIMAL
INV-0021002,LOC-001,ITEM-013,2025-10-22,121,57,76,2,100,26,OPTIMAL
INV-0021003,LOC-001,ITEM-022,2025-10-22,131,39,40,1,129,40,OPTIMAL
INV-0021004,LOC-001,ITEM-135,2025-10-22,126,19,15,0,130,37,OPTIMAL
INV-0021005,LOC-001,ITEM-034,2025-10-22,140,73,122,8,83,18,OPTIMAL
INV-0021006,LOC-001,ITEM-069,2025-10-22,103,76,103,4,72,25,OPTIMAL
INV-0021007,LOC-001,ITEM-092,2025-10-22,50,13,16,0,47,36,OPTIMAL
INV-0021008,LOC-001,ITEM-060,2025-10-22,148,73,139,1,81,18,OPTIMAL
INV-0021009,LOC-001,ITEM-142,2025-10-22,55,45,71,1,28,40,REORDER_TRIGGERED
INV-0021010,LOC-001,ITEM-007,2025-10-22,26,57,21,0,62,32,OPTIMAL
INV-0021011,LOC-001,ITEM-117,2025-10-22,53,47,27,0,73,38,OPTIMAL
INV-0021012,LOC-001,ITEM-134,2025-10-22,150,13,91,2,70,35,OPTIMAL
INV-0021013,LOC-001,ITEM-064,2025-10-22,79,10,89,4,0,34,CRITICAL_OUT_OF_STOCK
INV-0021014,LOC-001,ITEM-035,2025-10-22,96,44,90,1,49,34,OPTIMAL
INV-0021015,LOC-001,ITEM-091,2025-10-22,59,17,70,1,5,27,REORDER_TRIGGERED
INV-0021016,LOC-001,ITEM-026,2025-10-22,20,64,77,2,5,32,REORDER_TRIGGERED
INV-0021017,LOC-001,ITEM-020,2025-10-22,79,11,28,1,61,24,OPTIMAL
INV-0021018,LOC-001,ITEM-040,2025-10-22,48,45,36,2,55,20,OPTIMAL
INV-0021019,LOC-001,ITEM-019,2025-10-22,42,26,27,0,41,23,OPTIMAL
INV-0021020,LOC-001,ITEM-116,2025-10-22,104,21,95,2,28,32,REORDER_TRIGGERED
INV-0021021,LOC-001,ITEM-079,2025-10-22,72,52,117,1,6,35,REORDER_TRIGGERED
INV-0021022,LOC-001,ITEM-110,2025-10-22,145,20,118,5,42,28,OPTIMAL
INV-0021023,LOC-001,ITEM-028,2025-10-22,123,45,113,2,53,33,OPTIMAL
INV-0021024,LOC-001,ITEM-090,2025-10-22,143,23,17,0,149,30,OPTIMAL
INV-0021025,LOC-001,ITEM-045,2025-10-22,146,58,125,4,75,20,OPTIMAL
INV-0021026,LOC-002,ITEM-077,2025-10-22,36,69,83,2,20,23,REORDER_TRIGGERED
INV-0021027,LOC-002,ITEM-060,2025-10-22,80,36,83,2,31,18,OPTIMAL
INV-0021028,LOC-002,ITEM-003,2025-10-22,41,22,27,1,35,30,OPTIMAL
INV-0021029,LOC-002,ITEM-140,2025-10-22,93,59,77,1,74,23,OPTIMAL
INV-0021030,LOC-002,ITEM-137,2025-10-22,120,20,40,2,98,24,OPTIMAL
INV-0021031,LOC-002,ITEM-011,2025-10-22,100,43,86,2,55,27,OPTIMAL
INV-0021032,LOC-002,ITEM-146,2025-10-22,25,57,62,8,12,28,REORDER_TRIGGERED
INV-0021033,LOC-002,ITEM-050,2025-10-22,110,24,64,0,70,18,OPTIMAL
INV-0021034,LOC-002,ITEM-024,2025-10-22,43,37,24,0,56,22,OPTIMAL
INV-0021035,LOC-002,ITEM-084,2025-10-22,49,18,15,2,50,15,OPTIMAL
INV-0021036,LOC-002,ITEM-088,2025-10-22,111,50,130,1,30,19,OPTIMAL
INV-0021037,LOC-002,ITEM-061,2025-10-22,90,47,137,0,0,17,CRITICAL_OUT_OF_STOCK
INV-0021038,LOC-002,ITEM-079,2025-10-22,118,57,96,1,78,21,OPTIMAL
INV-0021039,LOC-002,ITEM-124,2025-10-22,64,21,84,2,0,25,CRITICAL_OUT_OF_STOCK
INV-0021040,LOC-002,ITEM-144,2025-10-22,37,38,71,8,0,30,CRITICAL_OUT_OF_STOCK
INV-0021041,LOC-002,ITEM-122,2025-10-22,99,61,86,0,74,20,OPTIMAL
INV-0021042,LOC-002,ITEM-014,2025-10-22,71,79,16,0,134,23,OPTIMAL
INV-0021043,LOC-002,ITEM-087,2025-10-22,95,20,17,2,96,16,OPTIMAL
INV-0021044,LOC-002,ITEM-092,2025-10-22,66,64,36,0,94,35,OPTIMAL
INV-0021045,LOC-002,ITEM-073,2025-10-22,24,20,39,2,3,29,REORDER_TRIGGERED
INV-0021046,LOC-002,ITEM-125,2025-10-22,52,64,51,0,65,34,OPTIMAL
INV-0021047,LOC-002,ITEM-047,2025-10-22,126,37,61,0,102,36,OPTIMAL
INV-0021048,LOC-002,ITEM-143,2025-10-22,36,28,40,1,23,22,OPTIMAL
INV-0021049,LOC-002,ITEM-005,2025-10-22,48,47,68,3,24,34,REORDER_TRIGGERED
INV-0021050,LOC-002,ITEM-029,2025-10-22,125,40,78,2,85,37,OPTIMAL
INV-0021051,LOC-003,ITEM-089,2025-10-22,101,74,139,1,35,17,OPTIMAL
INV-0021052,LOC-003,ITEM-021,2025-10-22,113,42,57,0,98,25,OPTIMAL
INV-0021053,LOC-003,ITEM-045,2025-10-22,64,59,57,1,65,37,OPTIMAL
INV-0021054,LOC-003,ITEM-026,2025-10-22,95,14,59,1,49,26,OPTIMAL
INV-0021055,LOC-003,ITEM-014,2025-10-22,71,21,34,1,57,37,OPTIMAL
INV-0021056,LOC-003,ITEM-019,2025-10-22,103,80,51,0,132,20,OPTIMAL
INV-0021057,LOC-003,ITEM-039,2025-10-22,38,16,50,3,1,28,REORDER_TRIGGERED
INV-0021058,LOC-003,ITEM-061,2025-10-22,98,59,94,0,63,28,OPTIMAL
INV-0021059,LOC-003,ITEM-049,2025-10-22,72,71,134,0,9,19,REORDER_TRIGGERED
INV-0021060,LOC-003,ITEM-128,2025-10-22,41,51,68,1,23,19,OPTIMAL
INV-0021061,LOC-003,ITEM-081,2025-10-22,142,11,86,1,66,21,OPTIMAL
INV-0021062,LOC-003,ITEM-073,2025-10-22,33,15,34,1,13,31,REORDER_TRIGGERED
INV-0021063,LOC-003,ITEM-121,2025-10-22,139,30,113,2,54,39,OPTIMAL
INV-0021064,LOC-003,ITEM-074,2025-10-22,36,70,98,0,8,27,REORDER_TRIGGERED
INV-0021065,LOC-003,ITEM-029,2025-10-22,98,45,88,0,55,34,OPTIMAL
INV-0021066,LOC-003,ITEM-027,2025-10-22,28,72,91,1,8,30,REORDER_TRIGGERED
INV-0021067,LOC-003,ITEM-113,2025-10-22,147,58,70,0,135,40,OPTIMAL
INV-0021068,LOC-003,ITEM-023,2025-10-22,99,33,17,2,113,20,OPTIMAL
INV-0021069,LOC-003,ITEM-147,2025-10-22,100,55,23,1,131,15,OPTIMAL
INV-0021070,LOC-003,ITEM-144,2025-10-22,105,72,21,3,153,33,OPTIMAL
INV-0021071,LOC-003,ITEM-123,2025-10-22,102,80,70,1,111,27,OPTIMAL
INV-0021072,LOC-003,ITEM-129,2025-10-22,96,56,45,1,106,18,OPTIMAL
INV-0021073,LOC-003,ITEM-140,2025-10-22,130,48,108,1,69,30,OPTIMAL
INV-0021074,LOC-003,ITEM-107,2025-10-22,51,63,41,1,72,32,OPTIMAL
INV-0021075,LOC-003,ITEM-078,2025-10-22,137,19,82,5,69,37,OPTIMAL
INV-0021076,LOC-004,ITEM-028,2025-10-22,150,23,124,2,47,37,OPTIMAL
INV-0021077,LOC-004,ITEM-110,2025-10-22,36,79,46,3,66,24,OPTIMAL
INV-0021078,LOC-004,ITEM-021,2025-10-22,126,57,17,7,159,23,OPTIMAL
INV-0021079,LOC-004,ITEM-096,2025-10-22,56,29,46,1,38,39,REORDER_TRIGGERED
INV-0021080,LOC-004,ITEM-010,2025-10-22,122,40,84,2,76,22,OPTIMAL
INV-0021081,LOC-004,ITEM-065,2025-10-22,126,68,18,2,174,23,OPTIMAL
INV-0021082,LOC-004,ITEM-115,2025-10-22,64,60,59,1,64,18,OPTIMAL
INV-0021083,LOC-004,ITEM-087,2025-10-22,137,42,56,0,123,40,OPTIMAL
INV-0021084,LOC-004,ITEM-071,2025-10-22,143,40,59,7,117,29,OPTIMAL
INV-0021085,LOC-004,ITEM-137,2025-10-22,87,11,87,1,10,40,REORDER_TRIGGERED
INV-0021086,LOC-004,ITEM-090,2025-10-22,25,29,22,1,31,21,OPTIMAL
INV-0021087,LOC-004,ITEM-056,2025-10-22,38,61,16,2,81,38,OPTIMAL
INV-0021088,LOC-004,ITEM-078,2025-10-22,88,32,85,3,32,39,REORDER_TRIGGERED
INV-0021089,LOC-004,ITEM-091,2025-10-22,33,53,33,0,53,23,OPTIMAL
INV-0021090,LOC-004,ITEM-120,2025-10-22,91,58,139,0,10,28,REORDER_TRIGGERED
INV-0021091,LOC-004,ITEM-121,2025-10-22,106,51,50,1,106,32,OPTIMAL
INV-0021092,LOC-004,ITEM-108,2025-10-22,25,74,37,2,60,35,OPTIMAL
INV-0021093,LOC-004,ITEM-141,2025-10-22,73,54,32,2,93,39,OPTIMAL
INV-0021094,LOC-004,ITEM-004,2025-10-22,55,31,37,1,48,19,OPTIMAL
INV-0021095,LOC-004,ITEM-122,2025-10-22,125,58,120,0,63,20,OPTIMAL
INV-0021096,LOC-004,ITEM-051,2025-10-22,60,47,93,1,13,19,REORDER_TRIGGERED
INV-0021097,LOC-004,ITEM-135,2025-10-22,69,71,61,0,79,23,OPTIMAL
INV-0021098,LOC-004,ITEM-026,2025-10-22,69,30,50,1,48,30,OPTIMAL
INV-0021099,LOC-004,ITEM-019,2025-10-22,22,73,54,0,41,30,OPTIMAL
INV-0021100,LOC-004,ITEM-134,2025-10-22,70,31,92,0,9,34,REORDER_TRIGGERED
INV-0021101,LOC-005,ITEM-073,2025-10-22,71,79,80,0,70,29,OPTIMAL
INV-0021102,LOC-005,ITEM-003,2025-10-22,144,80,63,0,161,18,OPTIMAL
INV-0021103,LOC-005,ITEM-144,2025-10-22,83,29,58,8,46,16,OPTIMAL
INV-0021104,LOC-005,ITEM-111,2025-10-22,83,23,43,1,62,19,OPTIMAL
INV-0021105,LOC-005,ITEM-014,2025-10-22,31,34,64,2,0,29,CRITICAL_OUT_OF_STOCK
INV-0021106,LOC-005,ITEM-099,2025-10-22,66,80,72,2,72,33,OPTIMAL
INV-0021107,LOC-005,ITEM-090,2025-10-22,121,80,134,2,65,30,OPTIMAL
INV-0021108,LOC-005,ITEM-078,2025-10-22,72,30,90,7,5,17,REORDER_TRIGGERED
INV-0021109,LOC-005,ITEM-052,2025-10-22,59,41,47,2,51,33,OPTIMAL
INV-0021110,LOC-005,ITEM-032,2025-10-22,31,30,27,0,34,39,REORDER_TRIGGERED
INV-0021111,LOC-005,ITEM-012,2025-10-22,118,27,126,1,18,22,REORDER_TRIGGERED
INV-0021112,LOC-005,ITEM-106,2025-10-22,149,17,70,2,94,36,OPTIMAL
INV-0021113,LOC-005,ITEM-138,2025-10-22,35,19,35,1,18,37,REORDER_TRIGGERED
INV-0021114,LOC-005,ITEM-127,2025-10-22,49,21,40,1,29,25,OPTIMAL
INV-0021115,LOC-005,ITEM-139,2025-10-22,95,54,117,0,32,20,OPTIMAL
INV-0021116,LOC-005,ITEM-122,2025-10-22,95,20,24,2,89,24,OPTIMAL
INV-0021117,LOC-005,ITEM-001,2025-10-22,147,32,134,0,45,38,OPTIMAL
INV-0021118,LOC-005,ITEM-049,2025-10-22,139,42,37,1,143,28,OPTIMAL
INV-0021119,LOC-005,ITEM-034,2025-10-22,95,71,123,6,37,33,OPTIMAL
INV-0021120,LOC-005,ITEM-040,2025-10-22,82,45,108,0,19,15,OPTIMAL
INV-0021121,LOC-005,ITEM-120,2025-10-22,39,11,44,2,4,16,REORDER_TRIGGERED
INV-0021122,LOC-005,ITEM-035,2025-10-22,99,34,95,2,36,24,OPTIMAL
INV-0021123,LOC-005,ITEM-038,2025-10-22,21,74,32,2,61,25,OPTIMAL
INV-0021124,LOC-005,ITEM-031,2025-10-22,82,23,33,0,72,17,OPTIMAL
INV-0021125,LOC-005,ITEM-137,2025-10-22,84,80,132,1,31,36,REORDER_TRIGGERED
INV-0021126,LOC-006,ITEM-044,2025-10-22,60,16,49,1,26,21,OPTIMAL
INV-0021127,LOC-006,ITEM-098,2025-10-22,130,53,70,1,112,18,OPTIMAL
INV-0021128,LOC-006,ITEM-040,2025-10-22,47,74,119,0,2,19,REORDER_TRIGGERED
INV-0021129,LOC-006,ITEM-056,2025-10-22,150,52,74,1,127,32,OPTIMAL
INV-0021130,LOC-006,ITEM-102,2025-10-22,137,71,87,0,121,31,OPTIMAL
INV-0021131,LOC-006,ITEM-140,2025-10-22,68,18,60,0,26,36,REORDER_TRIGGERED
INV-0021132,LOC-006,ITEM-086,2025-10-22,61,47,26,7,75,17,OPTIMAL
INV-0021133,LOC-006,ITEM-014,2025-10-22,35,64,56,1,42,16,OPTIMAL
INV-0021134,LOC-006,ITEM-130,2025-10-22,34,27,55,0,6,16,REORDER_TRIGGERED
INV-0021135,LOC-006,ITEM-046,2025-10-22,119,45,138,1,25,32,REORDER_TRIGGERED
INV-0021136,LOC-006,ITEM-109,2025-10-22,143,22,98,2,65,19,OPTIMAL
INV-0021137,LOC-006,ITEM-059,2025-10-22,117,78,54,0,141,16,OPTIMAL
INV-0021138,LOC-006,ITEM-060,2025-10-22,64,30,34,0,60,35,OPTIMAL
INV-0021139,LOC-006,ITEM-038,2025-10-22,100,33,106,1,26,36,REORDER_TRIGGERED
INV-0021140,LOC-006,ITEM-134,2025-10-22,141,58,67,0,132,24,OPTIMAL
INV-0021141,LOC-006,ITEM-080,2025-10-22,105,35,87,2,51,29,OPTIMAL
INV-0021142,LOC-006,ITEM-110,2025-10-22,150,74,61,6,157,30,OPTIMAL
INV-0021143,LOC-006,ITEM-007,2025-10-22,111,12,51,1,71,37,OPTIMAL
INV-0021144,LOC-006,ITEM-032,2025-10-22,121,67,121,0,67,22,OPTIMAL
INV-0021145,LOC-006,ITEM-002,2025-10-22,131,65,54,0,142,37,OPTIMAL
INV-0021146,LOC-006,ITEM-132,2025-10-22,129,76,133,0,72,31,OPTIMAL
INV-0021147,LOC-006,ITEM-072,2025-10-22,43,38,65,7,9,36,REORDER_TRIGGERED
INV-0021148,LOC-006,ITEM-111,2025-10-22,79,36,34,2,79,40,OPTIMAL
INV-0021149,LOC-006,ITEM-114,2025-10-22,55,25,38,0,42,25,OPTIMAL
INV-0021150,LOC-006,ITEM-068,2025-10-22,112,45,109,1,47,25,OPTIMAL
INV-0021151,LOC-007,ITEM-066,2025-10-22,101,46,137,6,4,35,REORDER_TRIGGERED
INV-0021152,LOC-007,ITEM-018,2025-10-22,80,53,131,2,0,32,CRITICAL_OUT_OF_STOCK
INV-0021153,LOC-007,ITEM-136,2025-10-22,30,43,56,2,15,26,REORDER_TRIGGERED
INV-0021154,LOC-007,ITEM-137,2025-10-22,27,46,36,1,36,28,OPTIMAL
INV-0021155,LOC-007,ITEM-031,2025-10-22,66,48,90,1,23,34,REORDER_TRIGGERED
INV-0021156,LOC-007,ITEM-064,2025-10-22,101,59,104,5,51,34,OPTIMAL
INV-0021157,LOC-007,ITEM-029,2025-10-22,31,60,55,2,34,15,OPTIMAL
INV-0021158,LOC-007,ITEM-002,2025-10-22,144,76,69,0,151,36,OPTIMAL
INV-0021159,LOC-007,ITEM-007,2025-10-22,25,30,30,1,24,21,OPTIMAL
INV-0021160,LOC-007,ITEM-070,2025-10-22,60,77,60,2,75,18,OPTIMAL
INV-0021161,LOC-007,ITEM-120,2025-10-22,52,26,37,0,41,32,OPTIMAL
INV-0021162,LOC-007,ITEM-110,2025-10-22,68,22,68,2,20,24,REORDER_TRIGGERED
INV-0021163,LOC-007,ITEM-075,2025-10-22,143,80,113,3,107,24,OPTIMAL
INV-0021164,LOC-007,ITEM-058,2025-10-22,101,52,64,2,87,23,OPTIMAL
INV-0021165,LOC-007,ITEM-045,2025-10-22,114,60,43,5,126,19,OPTIMAL
INV-0021166,LOC-007,ITEM-130,2025-10-22,31,73,39,0,65,40,OPTIMAL
INV-0021167,LOC-007,ITEM-067,2025-10-22,123,70,105,0,88,40,OPTIMAL
INV-0021168,LOC-007,ITEM-072,2025-10-22,59,43,61,8,33,38,REORDER_TRIGGERED
INV-0021169,LOC-007,ITEM-092,2025-10-22,112,43,70,1,84,15,OPTIMAL
INV-0021170,LOC-007,ITEM-087,2025-10-22,114,60,29,1,144,32,OPTIMAL
INV-0021171,LOC-007,ITEM-063,2025-10-22,81,12,69,1,23,31,REORDER_TRIGGERED
INV-0021172,LOC-007,ITEM-091,2025-10-22,34,36,20,1,49,37,OPTIMAL
INV-0021173,LOC-007,ITEM-012,2025-10-22,115,21,91,0,45,28,OPTIMAL
INV-0021174,LOC-007,ITEM-015,2025-10-22,140,15,67,0,88,39,OPTIMAL
INV-0021175,LOC-007,ITEM-073,2025-10-22,92,20,61,1,50,21,OPTIMAL
INV-0021176,LOC-008,ITEM-068,2025-10-22,69,69,64,1,73,37,OPTIMAL
INV-0021177,LOC-008,ITEM-049,2025-10-22,88,76,119,1,44,33,OPTIMAL
INV-0021178,LOC-008,ITEM-027,2025-10-22,53,56,35,4,70,24,OPTIMAL
INV-0021179,LOC-008,ITEM-037,2025-10-22,135,27,137,2,23,23,OPTIMAL
INV-0021180,LOC-008,ITEM-054,2025-10-22,69,20,19,0,70,22,OPTIMAL
INV-0021181,LOC-008,ITEM-065,2025-10-22,111,19,84,2,44,18,OPTIMAL
INV-0021182,LOC-008,ITEM-084,2025-10-22,87,64,23,2,126,27,OPTIMAL
INV-0021183,LOC-008,ITEM-119,2025-10-22,105,14,48,0,71,19,OPTIMAL
INV-0021184,LOC-008,ITEM-058,2025-10-22,43,52,16,1,78,16,OPTIMAL
INV-0021185,LOC-008,ITEM-025,2025-10-22,52,73,73,0,52,33,OPTIMAL
INV-0021186,LOC-008,ITEM-098,2025-10-22,95,11,61,0,45,25,OPTIMAL
INV-0021187,LOC-008,ITEM-109,2025-10-22,150,53,53,0,150,21,OPTIMAL
INV-0021188,LOC-008,ITEM-127,2025-10-22,75,16,15,1,75,22,OPTIMAL
INV-0021189,LOC-008,ITEM-039,2025-10-22,73,20,47,1,45,36,OPTIMAL
INV-0021190,LOC-008,ITEM-105,2025-10-22,101,73,129,0,45,22,OPTIMAL
INV-0021191,LOC-008,ITEM-029,2025-10-22,81,20,57,0,44,33,OPTIMAL
INV-0021192,LOC-008,ITEM-042,2025-10-22,77,68,42,0,103,24,OPTIMAL
INV-0021193,LOC-008,ITEM-118,2025-10-22,104,78,132,1,49,20,OPTIMAL
INV-0021194,LOC-008,ITEM-090,2025-10-22,76,15,21,2,68,39,OPTIMAL
INV-0021195,LOC-008,ITEM-131,2025-10-22,116,42,48,2,108,18,OPTIMAL
INV-0021196,LOC-008,ITEM-145,2025-10-22,115,65,84,1,95,36,OPTIMAL
INV-0021197,LOC-008,ITEM-070,2025-10-22,61,57,92,1,25,24,OPTIMAL
INV-0021198,LOC-008,ITEM-128,2025-10-22,119,79,71,0,127,28,OPTIMAL
INV-0021199,LOC-008,ITEM-122,2025-10-22,116,56,139,0,33,38,REORDER_TRIGGERED
INV-0021200,LOC-008,ITEM-011,2025-10-22,119,26,18,4,123,20,OPTIMAL
INV-0021201,LOC-009,ITEM-028,2025-10-22,64,16,78,0,2,19,REORDER_TRIGGERED
INV-0021202,LOC-009,ITEM-027,2025-10-22,148,18,139,7,20,15,OPTIMAL
INV-0021203,LOC-009,ITEM-056,2025-10-22,110,42,121,1,30,37,REORDER_TRIGGERED
INV-0021204,LOC-009,ITEM-037,2025-10-22,25,25,38,1,11,31,REORDER_TRIGGERED
INV-0021205,LOC-009,ITEM-137,2025-10-22,87,17,80,1,23,38,REORDER_TRIGGERED
INV-0021206,LOC-009,ITEM-059,2025-10-22,140,57,126,1,70,23,OPTIMAL
INV-0021207,LOC-009,ITEM-058,2025-10-22,47,39,65,2,19,40,REORDER_TRIGGERED
INV-0021208,LOC-009,ITEM-053,2025-10-22,36,34,41,2,27,28,REORDER_TRIGGERED
INV-0021209,LOC-009,ITEM-045,2025-10-22,64,40,28,7,69,40,OPTIMAL
INV-0021210,LOC-009,ITEM-050,2025-10-22,112,67,132,2,45,32,OPTIMAL
INV-0021211,LOC-009,ITEM-145,2025-10-22,109,56,16,2,147,39,OPTIMAL
INV-0021212,LOC-009,ITEM-147,2025-10-22,119,63,134,0,48,19,OPTIMAL
INV-0021213,LOC-009,ITEM-096,2025-10-22,31,72,93,1,9,36,REORDER_TRIGGERED
INV-0021214,LOC-009,ITEM-030,2025-10-22,48,31,20,2,57,37,OPTIMAL
INV-0021215,LOC-009,ITEM-062,2025-10-22,124,59,65,0,118,33,OPTIMAL
INV-0021216,LOC-009,ITEM-054,2025-10-22,65,60,31,2,92,30,OPTIMAL
INV-0021217,LOC-009,ITEM-128,2025-10-22,23,18,32,0,9,36,REORDER_TRIGGERED
INV-0021218,LOC-009,ITEM-086,2025-10-22,30,78,21,5,82,31,OPTIMAL
INV-0021219,LOC-009,ITEM-051,2025-10-22,30,33,46,0,17,20,REORDER_TRIGGERED
INV-0021220,LOC-009,ITEM-089,2025-10-22,131,50,63,1,117,30,OPTIMAL
INV-0021221,LOC-009,ITEM-079,2025-10-22,93,27,57,1,62,37,OPTIMAL
INV-0021222,LOC-009,ITEM-103,2025-10-22,75,61,129,2,5,32,REORDER_TRIGGERED
INV-0021223,LOC-009,ITEM-084,2025-10-22,44,42,85,0,1,38,REORDER_TRIGGERED
INV-0021224,LOC-009,ITEM-138,2025-10-22,78,50,23,2,103,35,OPTIMAL
INV-0021225,LOC-009,ITEM-026,2025-10-22,78,26,73,2,29,19,OPTIMAL
INV-0021226,LOC-010,ITEM-010,2025-10-22,131,24,88,1,66,26,OPTIMAL
INV-0021227,LOC-010,ITEM-035,2025-10-22,45,65,101,0,9,34,REORDER_TRIGGERED
INV-0021228,LOC-010,ITEM-093,2025-10-22,112,64,89,1,86,16,OPTIMAL
INV-0021229,LOC-010,ITEM-128,2025-10-22,37,79,33,2,81,15,OPTIMAL
INV-0021230,LOC-010,ITEM-054,2025-10-22,109,20,88,2,39,19,OPTIMAL
INV-0021231,LOC-010,ITEM-045,2025-10-22,63,49,40,0,72,19,OPTIMAL
INV-0021232,LOC-010,ITEM-124,2025-10-22,116,43,101,0,58,37,OPTIMAL
INV-0021233,LOC-010,ITEM-052,2025-10-22,68,41,32,2,75,34,OPTIMAL
INV-0021234,LOC-010,ITEM-055,2025-10-22,112,59,128,0,43,33,OPTIMAL
INV-0021235,LOC-010,ITEM-113,2025-10-22,100,79,111,2,66,15,OPTIMAL
INV-0021236,LOC-010,ITEM-107,2025-10-22,129,37,101,0,65,22,OPTIMAL
INV-0021237,LOC-010,ITEM-147,2025-10-22,121,56,91,2,84,18,OPTIMAL
INV-0021238,LOC-010,ITEM-075,2025-10-22,116,45,89,7,65,15,OPTIMAL
INV-0021239,LOC-010,ITEM-089,2025-10-22,27,77,89,0,15,15,OPTIMAL
INV-0021240,LOC-010,ITEM-038,2025-10-22,120,62,135,1,46,22,OPTIMAL
INV-0021241,LOC-010,ITEM-100,2025-10-22,137,23,132,2,26,38,REORDER_TRIGGERED
INV-0021242,LOC-010,ITEM-126,2025-10-22,89,54,29,2,112,17,OPTIMAL
INV-0021243,LOC-010,ITEM-090,2025-10-22,86,16,74,1,27,36,REORDER_TRIGGERED
INV-0021244,LOC-010,ITEM-140,2025-10-22,131,61,137,2,53,22,OPTIMAL
INV-0021245,LOC-010,ITEM-071,2025-10-22,41,73,56,2,56,24,OPTIMAL
INV-0021246,LOC-010,ITEM-118,2025-10-22,46,75,30,0,91,28,OPTIMAL
INV-0021247,LOC-010,ITEM-120,2025-10-22,72,52,36,0,88,23,OPTIMAL
INV-0021248,LOC-010,ITEM-047,2025-10-22,149,49,89,0,109,15,OPTIMAL
INV-0021249,LOC-010,ITEM-129,2025-10-22,85,50,99,0,36,33,OPTIMAL
INV-0021250,LOC-010,ITEM-031,2025-10-22,28,25,22,0,31,19,OPTIMAL
INV-0021251,LOC-011,ITEM-046,2025-10-22,67,73,45,0,95,29,OPTIMAL
INV-0021252,LOC-011,ITEM-136,2025-10-22,53,33,23,0,63,26,OPTIMAL
INV-0021253,LOC-011,ITEM-139,2025-10-22,109,14,41,1,81,17,OPTIMAL
