antecedent_id,antecedent_name,antecedent_category,consequent_id,consequent_name,consequent_category,support,confidence,lift,leverage,conviction,joint_orders_count
ITEM-067,Seafood Paella Valenciana,Chef Specials & Seafood,ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,0.0052,0.1226,1.0401,0.0002,1.0054,470
ITEM-147,Belgian Hot Chocolate Marshmallows,Specialty Coffee & Beverages,ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,0.0072,0.1131,1.0401,0.000277,1.0049,651
ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,0.0083,0.0814,1.04,0.00032,1.0034,753
ITEM-085,Blackened Salmon Cobb Salad,Farm-Fresh Salads & Grain Bowls,ITEM-122,Signature Smoked Old Fashioned,Signature Cocktails & Mocktails,0.0063,0.0961,1.04,0.000241,1.0041,567
ITEM-145,Sparkling San Pellegrino (750ml),Specialty Coffee & Beverages,ITEM-122,Signature Smoked Old Fashioned,Signature Cocktails & Mocktails,0.0067,0.0961,1.04,0.000259,1.0041,609
ITEM-070,Garlic Butter Tiger Prawns Skewer,Chef Specials & Seafood,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.0061,0.1063,1.04,0.000234,1.0046,550
ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.0083,0.1063,1.04,0.00032,1.0046,753
ITEM-135,Red Sangria Pitcher (House Wine),Signature Cocktails & Mocktails,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.007,0.1211,1.0399,0.000268,1.0053,632
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,Farm-Fresh Salads & Grain Bowls,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0058,0.1009,1.0399,0.000224,1.0043,527
ITEM-102,Mushroom & Walnut Bolognese,Vegan & Plant-Based Creations,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0058,0.1163,1.0399,0.000222,1.0051,522
ITEM-078,Burrata Caprese Heirloom Salad,Farm-Fresh Salads & Grain Bowls,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0051,0.1009,1.0396,0.000192,1.0043,457
ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,0.0069,0.0836,1.0396,0.000262,1.0035,622
ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.0069,0.0855,1.0396,0.000262,1.0036,622
ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,0.0083,0.0861,1.0394,0.000316,1.0036,754
ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.0083,0.1006,1.0394,0.000316,1.0042,754
ITEM-010,Smoked Duck Croquettes,Appetizers & Small Plates,ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,0.0071,0.157,1.0393,0.000268,1.007,642
ITEM-115,Pecan Pie Bourbon Whipped Cream,Handcrafted Desserts & Pastries,ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,0.0052,0.113,1.0393,0.000197,1.0048,471
ITEM-011,Spicy Tuna Crispy Rice,Appetizers & Small Plates,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0051,0.0864,1.0391,0.000191,1.0036,458
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),Signature Cocktails & Mocktails,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0061,0.0857,1.039,0.00023,1.0035,555
ITEM-150,Artisanal Kombucha Peach Ginger,Specialty Coffee & Beverages,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0075,0.131,1.0389,0.000282,1.0056,682
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,0.0055,0.086,1.0389,0.000205,1.0035,496
ITEM-100,Crispy Falafel Mezze Platter,Vegan & Plant-Based Creations,ITEM-042,Spicy Diavola Pizza,Wood-Fired Pizzas & Pastas,0.0062,0.0899,1.0389,0.000231,1.0037,559
ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,0.007,0.0849,1.0388,0.00026,1.0035,631
ITEM-101,Thai Coconut Green Curry Tofu,Vegan & Plant-Based Creations,ITEM-017,Crispy Buttermilk Chicken Sandwich,Artisanal Burgers & Handhelds,0.0079,0.1284,1.0388,0.000295,1.0055,715
ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.007,0.0854,1.0388,0.00026,1.0035,631
ITEM-010,Smoked Duck Croquettes,Appetizers & Small Plates,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0053,0.1162,1.0387,0.000195,1.0049,475
ITEM-135,Red Sangria Pitcher (House Wine),Signature Cocktails & Mocktails,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.0058,0.1006,1.0387,0.000216,1.0042,525
ITEM-094,Creamy Cashew Alfredo Tagliatelle,Vegan & Plant-Based Creations,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.0056,0.1061,1.0387,0.00021,1.0044,511
ITEM-032,Double Pepperoni Hot Honey Pizza,Wood-Fired Pizzas & Pastas,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0119,0.0892,1.0385,0.00044,1.0036,1074
ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,ITEM-032,Double Pepperoni Hot Honey Pizza,Wood-Fired Pizzas & Pastas,0.0119,0.1382,1.0385,0.00044,1.0059,1074
ITEM-040,Truffled Wild Mushroom Gnocchi,Wood-Fired Pizzas & Pastas,ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,0.0053,0.0863,1.0384,0.000196,1.0035,481
ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,0.0088,0.1083,1.0383,0.000326,1.0045,800
ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,0.0088,0.0848,1.0383,0.000326,1.0034,800
ITEM-145,Sparkling San Pellegrino (750ml),Specialty Coffee & Beverages,ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,0.0065,0.0934,1.0382,0.000241,1.0038,592
ITEM-044,Lasagna Bolognese Al Forno,Wood-Fired Pizzas & Pastas,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0102,0.1394,1.0382,0.000374,1.006,920
ITEM-102,Mushroom & Walnut Bolognese,Vegan & Plant-Based Creations,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.0054,0.1085,1.0382,0.000198,1.0045,487
ITEM-109,Warm Apple Cinnamon Crisp,Handcrafted Desserts & Pastries,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0059,0.0863,1.0381,0.000218,1.0035,537
ITEM-009,Truffle Whipped Burrata,Appetizers & Small Plates,ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,0.0072,0.1049,1.0381,0.000263,1.0043,648
ITEM-086,Sesame Ahi Tuna Poke Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0083,0.1208,1.038,0.000303,1.005,749
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,Farm-Fresh Salads & Grain Bowls,ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,0.0073,0.126,1.038,0.000266,1.0053,658
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,0.0073,0.1152,1.0379,0.000268,1.0048,664
ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0102,0.0863,1.0379,0.000371,1.0034,920
ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,0.0102,0.1224,1.0379,0.000371,1.0051,920
ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,0.0093,0.0836,1.0378,0.000338,1.0033,839
ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,0.0093,0.1152,1.0378,0.000338,1.0047,839
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,Chef Specials & Seafood,ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,0.0054,0.1568,1.0378,0.000198,1.0068,491
ITEM-030,Grilled Halloumi Flatbread,Artisanal Burgers & Handhelds,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0056,0.146,1.0377,0.000205,1.0062,511
ITEM-081,Thai Crunch Peanut Chicken Salad,Farm-Fresh Salads & Grain Bowls,ITEM-003,Golden Mozzarella Sticks,Appetizers & Small Plates,0.0078,0.1102,1.0376,0.000283,1.0045,706
ITEM-065,Jumbo Lump Crab Cakes (2pcs),Chef Specials & Seafood,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0054,0.1393,1.0376,0.000195,1.0059,488
ITEM-048,Dry-Aged Bone-in NY Strip (16oz),Prime Steaks & Butcher Cuts,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0051,0.146,1.0376,0.000184,1.0062,459
ITEM-147,Belgian Hot Chocolate Marshmallows,Specialty Coffee & Beverages,ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,0.006,0.0947,1.0375,0.000218,1.0038,545
ITEM-097,Jackfruit Smoky Carnitas Tacos,Vegan & Plant-Based Creations,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.0066,0.1084,1.0374,0.000239,1.0044,601
ITEM-068,Classic Fish & Chips Tartar,Chef Specials & Seafood,ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,0.0096,0.0879,1.0373,0.000344,1.0035,865
ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,0.0062,0.0812,1.0373,0.000224,1.0032,565
ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-068,Classic Fish & Chips Tartar,Chef Specials & Seafood,0.0096,0.1129,1.0373,0.000344,1.0046,865
ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,0.009,0.1081,1.0372,0.000322,1.0043,813
ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,0.009,0.0862,1.0372,0.000322,1.0034,813
ITEM-148,Cold Pressed Green Detox Juice,Specialty Coffee & Beverages,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0055,0.1308,1.0371,0.000197,1.0054,498
ITEM-040,Truffled Wild Mushroom Gnocchi,Wood-Fired Pizzas & Pastas,ITEM-022,Black Angus Bacon Cheddar,Artisanal Burgers & Handhelds,0.0062,0.101,1.0369,0.000222,1.004,563
ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,0.0097,0.0946,1.0369,0.000345,1.0037,875
ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.0097,0.106,1.0369,0.000345,1.0042,875
ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,0.0076,0.0847,1.0368,0.000271,1.0033,690
ITEM-131,Yuzu Lavender Gin Tonic,Signature Cocktails & Mocktails,ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,0.006,0.0834,1.0368,0.000213,1.0032,544
ITEM-079,Strawberry Gorgonzola Pecan Salad,Farm-Fresh Salads & Grain Bowls,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0071,0.116,1.0368,0.000253,1.0047,645
ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0076,0.0934,1.0368,0.000271,1.0037,690
ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0114,0.1392,1.0367,0.000405,1.0057,1035
ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.0114,0.0852,1.0367,0.000405,1.0033,1035
ITEM-117,Artisanal Macaron Assortment (6pcs),Handcrafted Desserts & Pastries,ITEM-001,Crispy Parmesan Truffle Fries,Appetizers & Small Plates,0.0071,0.1325,1.0367,0.000251,1.0054,641
ITEM-040,Truffled Wild Mushroom Gnocchi,Wood-Fired Pizzas & Pastas,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.0067,0.1084,1.0366,0.000235,1.0043,604
ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,ITEM-012,Heirloom Tomato Bruschetta,Appetizers & Small Plates,0.007,0.0847,1.0366,0.000246,1.0033,630
ITEM-012,Heirloom Tomato Bruschetta,Appetizers & Small Plates,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.007,0.0852,1.0366,0.000246,1.0033,630
ITEM-135,Red Sangria Pitcher (House Wine),Signature Cocktails & Mocktails,ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,0.0062,0.108,1.0363,0.000218,1.0042,564
ITEM-124,Elderflower French 75 Champagne,Signature Cocktails & Mocktails,ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,0.0066,0.097,1.0362,0.000232,1.0037,601
ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.0087,0.1083,1.036,0.000303,1.0042,789
ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,0.0087,0.0834,1.036,0.000303,1.0032,789
ITEM-099,Lentil Shepherd's Pie Sweet Potato,Vegan & Plant-Based Creations,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0056,0.1458,1.036,0.000195,1.0059,508
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,0.0056,0.0878,1.036,0.000195,1.0033,506
ITEM-014,Spanakopita Herb Triangles,Appetizers & Small Plates,ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,0.0065,0.1565,1.0359,0.000227,1.0064,592
ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,0.0067,0.0811,1.0359,0.000234,1.0031,610
ITEM-146,Acai Berry Superfood Smoothie,Specialty Coffee & Beverages,ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,0.0078,0.1258,1.0359,0.00027,1.005,703
ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0067,0.0861,1.0359,0.000234,1.0033,610
ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,0.016,0.1565,1.0358,0.000553,1.0064,1447
ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.016,0.1059,1.0358,0.000553,1.0041,1447
ITEM-146,Acai Berry Superfood Smoothie,Specialty Coffee & Beverages,ITEM-003,Golden Mozzarella Sticks,Appetizers & Small Plates,0.0068,0.11,1.0358,0.000235,1.0043,615
ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0112,0.1005,1.0357,0.000384,1.0039,1009
ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,0.0069,0.0833,1.0357,0.000237,1.0031,622
ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0069,0.0855,1.0357,0.000237,1.0032,622
ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,ITEM-022,Black Angus Bacon Cheddar,Artisanal Burgers & Handhelds,0.0113,0.1009,1.0357,0.000389,1.0039,1021
ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,0.0112,0.1149,1.0357,0.000384,1.0045,1009
ITEM-022,Black Angus Bacon Cheddar,Artisanal Burgers & Handhelds,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0113,0.1159,1.0357,0.000389,1.0045,1021
ITEM-101,Thai Coconut Green Curry Tofu,Vegan & Plant-Based Creations,ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,0.0051,0.0824,1.0356,0.000174,1.0031,459
ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,0.0096,0.0811,1.0356,0.000329,1.003,865
ITEM-043,Burrata Caprese Pizza,Wood-Fired Pizzas & Pastas,ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,0.0073,0.1378,1.0356,0.000251,1.0055,659
ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,0.0085,0.0846,1.0356,0.000294,1.0032,773
ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,0.0085,0.1046,1.0356,0.000294,1.004,773
ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,0.0096,0.1221,1.0356,0.000329,1.0048,865
ITEM-043,Burrata Caprese Pizza,Wood-Fired Pizzas & Pastas,ITEM-003,Golden Mozzarella Sticks,Appetizers & Small Plates,0.0058,0.11,1.0356,0.0002,1.0042,526
ITEM-050,Slow-Braised Beef Short Ribs,Prime Steaks & Butcher Cuts,ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,0.0076,0.1257,1.0355,0.000261,1.0049,690
ITEM-093,Crispy Cauliflower Buffalo Bites,Vegan & Plant-Based Creations,ITEM-138,Double Espresso Single Origin,Specialty Coffee & Beverages,0.0092,0.1216,1.0355,0.000316,1.0047,833
ITEM-116,Key Lime Tart Graham Crust,Handcrafted Desserts & Pastries,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0053,0.0854,1.0355,0.000181,1.0032,477
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),Signature Cocktails & Mocktails,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.0061,0.0851,1.0354,0.000208,1.0032,551
ITEM-070,Garlic Butter Tiger Prawns Skewer,Chef Specials & Seafood,ITEM-032,Double Pepperoni Hot Honey Pizza,Wood-Fired Pizzas & Pastas,0.0079,0.1378,1.0354,0.000269,1.0055,713
ITEM-025,Philly Ribeye Cheesesteak,Artisanal Burgers & Handhelds,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0069,0.1005,1.0354,0.000236,1.0038,623
ITEM-115,Pecan Pie Bourbon Whipped Cream,Handcrafted Desserts & Pastries,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0067,0.1457,1.0353,0.000229,1.0058,607
ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,0.0078,0.0811,1.0353,0.000268,1.003,710
ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.0078,0.1002,1.0353,0.000268,1.0038,710
ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,0.0101,0.1046,1.0353,0.000346,1.004,918
ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0101,0.1005,1.0353,0.000346,1.0038,918
ITEM-014,Spanakopita Herb Triangles,Appetizers & Small Plates,ITEM-032,Double Pepperoni Hot Honey Pizza,Wood-Fired Pizzas & Pastas,0.0058,0.1378,1.0352,0.000196,1.0054,521
ITEM-043,Burrata Caprese Pizza,Wood-Fired Pizzas & Pastas,ITEM-138,Double Espresso Single Origin,Specialty Coffee & Beverages,0.0064,0.1215,1.035,0.000217,1.0047,581
ITEM-070,Garlic Butter Tiger Prawns Skewer,Chef Specials & Seafood,ITEM-037,Spaghetti All'Amatriciana,Wood-Fired Pizzas & Pastas,0.0053,0.0929,1.0349,0.000179,1.0035,481
ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.0077,0.0851,1.0348,0.000258,1.0031,693
ITEM-102,Mushroom & Walnut Bolognese,Vegan & Plant-Based Creations,ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,0.0056,0.1125,1.0348,0.000188,1.0043,505
ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0077,0.0932,1.0348,0.000258,1.0035,693
ITEM-082,Wild Rice & Avocado Harvest Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,0.0078,0.1377,1.0346,0.000263,1.0053,710
ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,0.0146,0.1563,1.0345,0.000487,1.0062,1324
ITEM-109,Warm Apple Cinnamon Crisp,Handcrafted Desserts & Pastries,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.0073,0.1057,1.0345,0.000242,1.0039,658
ITEM-136,DineIQ House Drip Roast Coffee,Specialty Coffee & Beverages,ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,0.0146,0.0969,1.0345,0.000487,1.0036,1324
ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0158,0.1455,1.0344,0.000527,1.0057,1432
ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,0.0158,0.1125,1.0344,0.000527,1.0042,1432
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,Farm-Fresh Salads & Grain Bowls,ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,0.0054,0.0944,1.0343,0.000181,1.0035,493
ITEM-009,Truffle Whipped Burrata,Appetizers & Small Plates,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0079,0.1157,1.0342,0.000262,1.0043,715
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,0.0054,0.0845,1.0341,0.000178,1.003,487
ITEM-131,Yuzu Lavender Gin Tonic,Signature Cocktails & Mocktails,ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,0.006,0.0833,1.034,0.000198,1.003,543
ITEM-098,Avocado Supergreen Toast Sourdough,Vegan & Plant-Based Creations,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.0061,0.085,1.0339,0.0002,1.003,553
ITEM-143,Organic Earl Grey Loose Leaf Tea,Specialty Coffee & Beverages,ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,0.0065,0.0944,1.0339,0.000214,1.0034,591
ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,0.0085,0.0832,1.0338,0.000278,1.003,769
ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,ITEM-138,Double Espresso Single Origin,Specialty Coffee & Beverages,0.0163,0.1214,1.0338,0.000533,1.0045,1474
ITEM-116,Key Lime Tart Graham Crust,Handcrafted Desserts & Pastries,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,0.0053,0.0856,1.0338,0.000173,1.0031,478
ITEM-138,Double Espresso Single Origin,Specialty Coffee & Beverages,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0163,0.1388,1.0338,0.000533,1.0053,1474
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),Signature Cocktails & Mocktails,ITEM-114,Warm Churros with Spiced Dulce,Handcrafted Desserts & Pastries,0.0065,0.0869,1.0338,0.000212,1.0031,586
ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,ITEM-132,Aperol Spritz Prosecco Orange,Signature Cocktails & Mocktails,0.0085,0.1056,1.0338,0.000278,1.0039,769
