customer_id,customer_recency,customer_frequency,customer_monetary_value,average_order_value,promotion_sensitivity,first_order_date,last_order_date,lunch_orders,dinner_orders,late_night_orders,r_score,f_score,m_score,rfm_cell,rfm_composite_index
CUST-37747,39,1,370.35,370.35,1.0,2025-11-22,2025-11-22,1,0,0,4,3,3,433,3.4
CUST-37748,61,2,368.9,184.45,1.0,2025-04-14,2025-10-31,2,0,0,4,4,3,443,3.7
CUST-37749,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37750,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37751,226,2,645.12,322.56,0.5,2025-04-26,2025-05-19,1,1,0,2,4,4,244,3.2
CUST-37752,38,3,775.07,258.36,0.3333,2025-07-20,2025-11-23,0,1,1,5,5,5,555,5.0
CUST-37753,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37754,208,2,695.37,347.69,0.5,2025-03-12,2025-06-06,2,0,0,2,4,4,244,3.2
CUST-37755,196,2,502.28,251.14,0.0,2025-03-10,2025-06-18,1,0,0,2,4,3,243,2.9
CUST-37756,251,1,237.94,237.94,0.0,2025-04-24,2025-04-24,0,1,0,2,3,2,232,2.3
CUST-37757,330,1,345.22,345.22,0.0,2025-02-04,2025-02-04,0,0,0,2,3,3,233,2.6
CUST-37758,66,1,200.36,200.36,0.0,2025-10-26,2025-10-26,1,0,0,4,3,2,432,3.1
CUST-37759,5,2,512.23,256.12,0.0,2025-11-23,2025-12-26,1,1,0,5,4,4,544,4.4
CUST-37760,243,1,184.82,184.82,1.0,2025-05-02,2025-05-02,1,0,0,2,3,2,232,2.3
CUST-37761,14,2,395.39,197.7,0.0,2025-11-17,2025-12-17,1,1,0,5,4,3,543,4.1
CUST-37762,91,4,834.73,208.68,0.5,2025-08-18,2025-10-01,1,2,0,4,5,5,455,4.6
CUST-37763,44,2,718.59,359.3,0.5,2025-10-19,2025-11-17,1,0,0,4,4,4,444,4.0
CUST-37764,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37765,32,1,223.05,223.05,1.0,2025-11-29,2025-11-29,0,1,0,5,3,2,532,3.5
CUST-37766,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37767,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37768,73,2,337.18,168.59,0.0,2025-05-26,2025-10-19,0,2,0,4,4,3,443,3.7
CUST-37769,275,1,385.36,385.36,1.0,2025-03-31,2025-03-31,0,1,0,2,3,3,233,2.6
CUST-37770,163,2,401.67,200.83,1.0,2025-04-04,2025-07-21,2,0,0,3,4,3,343,3.3
CUST-37771,58,1,246.23,246.23,0.0,2025-11-03,2025-11-03,0,1,0,4,3,2,432,3.1
CUST-37772,59,2,682.79,341.4,1.0,2025-01-28,2025-11-02,0,2,0,4,4,4,444,4.0
CUST-37773,227,2,496.57,248.29,0.0,2025-05-05,2025-05-18,0,1,0,2,4,3,243,2.9
CUST-37774,15,2,472.7,236.35,0.0,2025-06-04,2025-12-16,1,1,0,5,4,3,543,4.1
CUST-37775,136,2,693.3,346.65,0.5,2025-05-25,2025-08-17,1,1,0,3,4,4,344,3.6
CUST-37776,26,1,461.11,461.11,0.0,2025-12-05,2025-12-05,1,0,0,5,3,3,533,3.8
CUST-37777,89,4,712.18,178.05,0.5,2025-01-17,2025-10-03,2,1,0,4,5,4,454,4.3
CUST-37778,17,1,386.32,386.32,0.0,2025-12-14,2025-12-14,0,1,0,5,3,3,533,3.8
CUST-37779,23,3,1163.17,387.72,1.0,2025-07-19,2025-12-08,2,1,0,5,5,5,555,5.0
CUST-37780,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37781,150,1,331.48,331.48,0.0,2025-08-03,2025-08-03,0,0,0,3,3,3,333,3.0
CUST-37782,159,3,656.08,218.69,0.6667,2025-05-28,2025-07-25,3,0,0,3,5,4,354,3.9
CUST-37783,79,7,1587.3,226.76,0.2857,2025-04-07,2025-10-13,5,2,0,4,5,5,455,4.6
CUST-37784,136,2,456.34,228.17,0.0,2025-01-27,2025-08-17,1,1,0,3,4,3,343,3.3
CUST-37785,161,2,694.82,347.41,0.0,2025-01-19,2025-07-23,0,2,0,3,4,4,344,3.6
CUST-37786,114,1,456.26,456.26,0.0,2025-09-08,2025-09-08,0,1,0,3,3,3,333,3.0
CUST-37787,10,2,264.34,132.17,1.0,2025-11-29,2025-12-21,1,1,0,5,4,2,542,3.8
CUST-37788,180,2,616.49,308.25,0.5,2025-04-25,2025-07-04,1,1,0,2,4,4,244,3.2
CUST-37789,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37790,19,2,344.27,172.14,0.0,2025-09-11,2025-12-12,0,2,0,5,4,3,543,4.1
CUST-37791,124,3,591.73,197.24,0.3333,2025-01-27,2025-08-29,1,1,0,3,5,4,354,3.9
CUST-37792,187,1,281.13,281.13,0.0,2025-06-27,2025-06-27,1,0,0,2,3,2,232,2.3
CUST-37793,208,1,377.75,377.75,0.0,2025-06-06,2025-06-06,0,1,0,2,3,3,233,2.6
CUST-37794,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37795,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37796,250,2,668.46,334.23,0.5,2025-01-29,2025-04-25,1,0,0,2,4,4,244,3.2
CUST-37797,172,1,272.97,272.97,0.0,2025-07-12,2025-07-12,1,0,0,3,3,2,332,2.7
CUST-37798,151,1,223.74,223.74,0.0,2025-08-02,2025-08-02,0,0,0,3,3,2,332,2.7
CUST-37799,128,1,174.77,174.77,1.0,2025-08-25,2025-08-25,0,0,0,3,3,2,332,2.7
CUST-37800,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37801,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37802,78,1,300.91,300.91,0.0,2025-10-14,2025-10-14,0,1,0,4,3,2,432,3.1
CUST-37803,62,2,803.93,401.97,1.0,2025-07-08,2025-10-30,1,1,0,4,4,5,445,4.3
CUST-37804,162,2,319.23,159.62,0.0,2025-03-22,2025-07-22,0,1,0,3,4,3,343,3.3
CUST-37805,25,3,588.08,196.03,0.3333,2025-06-19,2025-12-06,1,2,1,5,5,4,554,4.7
CUST-37806,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37807,40,4,1198.6,299.65,0.0,2025-03-07,2025-11-21,2,1,0,4,5,5,455,4.6
CUST-37808,23,6,1324.59,220.77,0.1667,2025-02-09,2025-12-08,0,6,0,5,5,5,555,5.0
CUST-37809,53,2,443.59,221.8,0.0,2025-01-08,2025-11-08,2,0,0,4,4,3,443,3.7
CUST-37810,230,3,505.29,168.43,0.3333,2025-03-21,2025-05-15,1,2,0,2,5,3,253,3.2
CUST-37811,182,1,211.34,211.34,0.0,2025-07-02,2025-07-02,0,1,1,2,3,2,232,2.3
CUST-37812,107,2,318.18,159.09,0.5,2025-03-03,2025-09-15,0,2,0,3,4,3,343,3.3
CUST-37813,3,4,1095.33,273.83,0.25,2025-05-10,2025-12-28,2,2,0,5,5,5,555,5.0
CUST-37814,29,2,467.04,233.52,0.0,2025-02-18,2025-12-02,0,2,0,5,4,3,543,4.1
CUST-37815,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37816,202,2,724.74,362.37,0.0,2025-01-05,2025-06-12,0,1,0,2,4,4,244,3.2
CUST-37817,58,4,1120.26,280.06,0.25,2025-07-24,2025-11-03,3,1,0,4,5,5,455,4.6
CUST-37818,289,1,232.31,232.31,0.0,2025-03-17,2025-03-17,0,1,0,2,3,2,232,2.3
CUST-37819,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37820,65,1,302.62,302.62,0.0,2025-10-27,2025-10-27,0,0,0,4,3,2,432,3.1
CUST-37821,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37822,80,1,200.37,200.37,1.0,2025-10-12,2025-10-12,1,0,0,4,3,2,432,3.1
CUST-37823,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37824,168,2,445.15,222.58,0.5,2025-04-11,2025-07-16,1,0,0,3,4,3,343,3.3
CUST-37825,22,3,673.85,224.62,0.6667,2025-04-17,2025-12-09,1,1,0,5,5,4,554,4.7
CUST-37826,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37827,52,1,249.16,249.16,1.0,2025-11-09,2025-11-09,0,1,0,4,3,2,432,3.1
CUST-37828,174,2,373.49,186.75,0.0,2025-05-17,2025-07-10,0,2,0,3,4,3,343,3.3
CUST-37829,340,1,95.45,95.45,0.0,2025-01-25,2025-01-25,0,1,0,1,3,1,131,1.6
CUST-37830,151,2,802.38,401.19,0.0,2025-07-21,2025-08-02,1,1,0,3,4,5,345,3.9
CUST-37831,297,2,457.25,228.63,0.5,2025-03-01,2025-03-09,0,2,0,2,4,3,243,2.9
CUST-37832,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37833,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37834,180,2,380.46,190.23,0.0,2025-02-17,2025-07-04,1,0,0,2,4,3,243,2.9
CUST-37835,19,3,1017.08,339.03,0.0,2025-06-30,2025-12-12,2,1,0,5,5,5,555,5.0
CUST-37836,31,3,806.51,268.84,0.3333,2025-05-26,2025-11-30,1,1,0,5,5,5,555,5.0
CUST-37837,13,3,844.09,281.36,0.3333,2025-04-06,2025-12-18,0,2,0,5,5,5,555,5.0
CUST-37838,177,2,569.47,284.74,0.5,2025-05-29,2025-07-07,0,2,0,2,4,4,244,3.2
CUST-37839,66,1,343.14,343.14,0.0,2025-10-26,2025-10-26,1,0,0,4,3,3,433,3.4
CUST-37840,102,2,466.54,233.27,0.5,2025-08-18,2025-09-20,1,1,0,3,4,3,343,3.3
CUST-37841,18,2,362.32,181.16,0.0,2025-04-18,2025-12-13,0,1,0,5,4,3,543,4.1
CUST-37842,45,2,493.96,246.98,1.0,2025-06-04,2025-11-16,1,1,1,4,4,3,443,3.7
CUST-37843,229,1,162.89,162.89,0.0,2025-05-16,2025-05-16,0,1,0,2,3,2,232,2.3
CUST-37844,67,2,570.63,285.32,1.0,2025-03-07,2025-10-25,1,0,0,4,4,4,444,4.0
CUST-37845,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37846,133,2,486.44,243.22,0.5,2025-04-21,2025-08-20,0,1,0,3,4,3,343,3.3
CUST-37847,171,3,639.88,213.29,0.0,2025-03-27,2025-07-13,1,0,0,3,5,4,354,3.9
CUST-37848,102,2,443.37,221.69,0.0,2025-08-13,2025-09-20,2,0,0,3,4,3,343,3.3
CUST-37849,133,2,530.38,265.19,0.0,2025-05-04,2025-08-20,0,2,1,3,4,4,344,3.6
CUST-37850,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37851,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37852,26,2,759.57,379.78,0.5,2025-06-22,2025-12-05,1,1,0,5,4,4,544,4.4
CUST-37853,73,4,1036.06,259.02,0.75,2025-05-10,2025-10-19,1,3,0,4,5,5,455,4.6
CUST-37854,48,4,856.67,214.17,0.25,2025-04-01,2025-11-13,0,2,0,4,5,5,455,4.6
CUST-37855,42,2,559.36,279.68,0.0,2025-01-24,2025-11-19,0,2,1,4,4,4,444,4.0
CUST-37856,56,3,1029.96,343.32,0.6667,2025-03-14,2025-11-05,2,1,0,4,5,5,455,4.6
CUST-37857,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37858,33,5,1718.32,343.66,0.2,2025-04-11,2025-11-28,4,1,0,5,5,5,555,5.0
CUST-37859,36,1,513.28,513.28,0.0,2025-11-25,2025-11-25,0,1,0,5,3,4,534,4.1
CUST-37860,277,1,161.46,161.46,0.0,2025-03-29,2025-03-29,0,1,0,2,3,2,232,2.3
CUST-37861,201,1,164.35,164.35,1.0,2025-06-13,2025-06-13,0,1,0,2,3,2,232,2.3
CUST-37862,55,1,259.37,259.37,0.0,2025-11-06,2025-11-06,1,0,0,4,3,2,432,3.1
CUST-37863,12,1,261.91,261.91,0.0,2025-12-19,2025-12-19,1,0,0,5,3,2,532,3.5
CUST-37864,216,1,213.29,213.29,0.0,2025-05-29,2025-05-29,0,0,0,2,3,2,232,2.3
CUST-37865,6,5,1029.16,205.83,0.4,2025-01-03,2025-12-25,1,2,0,5,5,5,555,5.0
CUST-37866,30,4,1030.13,257.53,0.5,2025-03-15,2025-12-01,1,1,1,5,5,5,555,5.0
CUST-37867,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37868,43,1,213.35,213.35,0.0,2025-11-18,2025-11-18,0,0,0,4,3,2,432,3.1
CUST-37869,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37870,266,1,288.78,288.78,1.0,2025-04-09,2025-04-09,0,1,0,2,3,2,232,2.3
CUST-37871,169,1,119.09,119.09,0.0,2025-07-15,2025-07-15,0,1,0,3,3,1,331,2.4
CUST-37872,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37873,259,2,497.86,248.93,1.0,2025-01-08,2025-04-16,0,2,0,2,4,3,243,2.9
CUST-37874,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37875,118,2,512.57,256.28,0.0,2025-08-10,2025-09-04,0,1,0,3,4,4,344,3.6
CUST-37876,157,2,410.82,205.41,0.0,2025-07-15,2025-07-27,1,1,0,3,4,3,343,3.3
CUST-37877,122,1,378.95,378.95,0.0,2025-08-31,2025-08-31,1,0,0,3,3,3,333,3.0
CUST-37878,330,1,211.59,211.59,1.0,2025-02-04,2025-02-04,1,0,0,2,3,2,232,2.3
CUST-37879,21,1,149.93,149.93,0.0,2025-12-10,2025-12-10,0,0,0,5,3,2,532,3.5
CUST-37880,58,2,360.36,180.18,0.5,2025-05-26,2025-11-03,1,1,0,4,4,3,443,3.7
CUST-37881,121,3,681.54,227.18,0.3333,2025-05-19,2025-09-01,2,0,0,3,5,4,354,3.9
CUST-37882,279,1,287.38,287.38,0.0,2025-03-27,2025-03-27,0,1,0,2,3,2,232,2.3
CUST-37883,227,1,404.55,404.55,0.0,2025-05-18,2025-05-18,1,0,0,2,3,3,233,2.6
CUST-37884,4,1,598.94,598.94,0.0,2025-12-27,2025-12-27,0,1,0,5,3,4,534,4.1
CUST-37885,132,2,304.87,152.44,0.0,2025-03-22,2025-08-21,0,1,0,3,4,2,342,3.0
CUST-37886,144,3,810.42,270.14,0.0,2025-02-14,2025-08-09,2,1,0,3,5,5,355,4.2
CUST-37887,115,3,777.81,259.27,0.3333,2025-02-26,2025-09-07,0,2,0,3,5,5,355,4.2
CUST-37888,22,1,147.32,147.32,1.0,2025-12-09,2025-12-09,1,0,0,5,3,2,532,3.5
CUST-37889,91,3,512.7,170.9,0.0,2025-07-18,2025-10-01,1,2,0,4,5,4,454,4.3
CUST-37890,52,1,108.14,108.14,1.0,2025-11-09,2025-11-09,0,0,0,4,3,1,431,2.8
CUST-37891,158,2,443.79,221.89,0.5,2025-06-22,2025-07-26,0,2,0,3,4,3,343,3.3
CUST-37892,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37893,271,2,401.03,200.52,0.0,2025-01-01,2025-04-04,1,0,0,2,4,3,243,2.9
CUST-37894,291,1,269.57,269.57,1.0,2025-03-15,2025-03-15,1,0,0,2,3,2,232,2.3
CUST-37895,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37896,99,1,251.11,251.11,1.0,2025-09-23,2025-09-23,1,0,0,3,3,2,332,2.7
CUST-37897,208,1,278.36,278.36,0.0,2025-06-06,2025-06-06,0,1,1,2,3,2,232,2.3
CUST-37898,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37899,54,1,499.52,499.52,0.0,2025-11-07,2025-11-07,0,0,0,4,3,3,433,3.4
CUST-37900,257,2,450.85,225.43,0.0,2025-04-04,2025-04-18,2,0,0,2,4,3,243,2.9
CUST-37901,100,2,346.11,173.06,0.5,2025-08-01,2025-09-22,1,0,0,3,4,3,343,3.3
CUST-37902,40,1,215.95,215.95,1.0,2025-11-21,2025-11-21,0,0,0,4,3,2,432,3.1
CUST-37903,8,2,510.85,255.43,0.0,2025-06-02,2025-12-23,1,1,0,5,4,4,544,4.4
CUST-37904,167,2,603.17,301.59,0.5,2025-03-03,2025-07-17,1,1,0,3,4,4,344,3.6
CUST-37905,289,2,527.87,263.94,0.5,2025-03-16,2025-03-17,2,0,0,2,4,4,244,3.2
CUST-37906,289,1,260.32,260.32,0.0,2025-03-17,2025-03-17,0,1,0,2,3,2,232,2.3
CUST-37907,86,1,251.37,251.37,0.0,2025-10-06,2025-10-06,1,0,0,4,3,2,432,3.1
CUST-37908,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37909,178,2,603.12,301.56,0.0,2025-02-08,2025-07-06,1,0,0,2,4,4,244,3.2
CUST-37910,18,1,322.81,322.81,0.0,2025-12-13,2025-12-13,1,0,0,5,3,3,533,3.8
CUST-37911,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37912,216,1,390.92,390.92,0.0,2025-05-29,2025-05-29,0,0,0,2,3,3,233,2.6
CUST-37913,9,5,1199.7,239.94,0.6,2025-03-12,2025-12-22,3,2,0,5,5,5,555,5.0
CUST-37914,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37915,277,1,256.48,256.48,0.0,2025-03-29,2025-03-29,1,0,0,2,3,2,232,2.3
CUST-37916,47,4,915.65,228.91,0.25,2025-07-09,2025-11-14,2,1,0,4,5,5,455,4.6
CUST-37917,49,5,1061.31,212.26,0.2,2025-04-05,2025-11-12,2,1,0,4,5,5,455,4.6
CUST-37918,12,2,591.7,295.85,0.5,2025-11-15,2025-12-19,1,1,0,5,4,4,544,4.4
CUST-37919,27,2,375.21,187.61,0.5,2025-05-06,2025-12-04,0,2,0,5,4,3,543,4.1
CUST-37920,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37921,31,2,514.52,257.26,0.0,2025-04-10,2025-11-30,1,1,0,5,4,4,544,4.4
CUST-37922,126,2,527.1,263.55,0.5,2025-01-14,2025-08-27,0,1,0,3,4,4,344,3.6
CUST-37923,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37924,81,2,423.39,211.7,1.0,2025-06-05,2025-10-11,2,0,0,4,4,3,443,3.7
CUST-37925,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37926,235,3,1136.13,378.71,0.3333,2025-05-02,2025-05-10,1,1,1,2,5,5,255,3.8
CUST-37927,44,3,809.24,269.75,0.3333,2025-05-03,2025-11-17,1,2,0,4,5,5,455,4.6
CUST-37928,112,3,881.0,293.67,0.3333,2025-03-27,2025-09-10,1,1,0,3,5,5,355,4.2
CUST-37929,21,1,334.41,334.41,0.0,2025-12-10,2025-12-10,1,0,0,5,3,3,533,3.8
CUST-37930,20,4,1169.81,292.45,0.25,2025-01-26,2025-12-11,1,3,1,5,5,5,555,5.0
CUST-37931,2,2,228.63,114.32,0.5,2025-10-09,2025-12-29,0,2,0,5,4,2,542,3.8
CUST-37932,79,2,514.39,257.2,0.5,2025-03-06,2025-10-13,1,1,0,4,4,4,444,4.0
CUST-37933,99,1,149.08,149.08,1.0,2025-09-23,2025-09-23,1,0,0,3,3,2,332,2.7
CUST-37934,48,2,477.83,238.92,0.0,2025-08-30,2025-11-13,0,1,1,4,4,3,443,3.7
CUST-37935,173,3,517.32,172.44,0.3333,2025-02-07,2025-07-11,0,2,1,3,5,4,354,3.9
CUST-37936,101,3,785.37,261.79,0.0,2025-01-09,2025-09-21,2,1,0,3,5,5,355,4.2
CUST-37937,123,2,747.34,373.67,0.5,2025-04-28,2025-08-30,1,1,0,3,4,4,344,3.6
CUST-37938,136,2,633.5,316.75,0.0,2025-05-09,2025-08-17,0,2,0,3,4,4,344,3.6
CUST-37939,337,1,157.16,157.16,0.0,2025-01-28,2025-01-28,1,0,0,1,3,2,132,1.9
CUST-37940,172,1,454.15,454.15,0.0,2025-07-12,2025-07-12,0,0,0,3,3,3,333,3.0
CUST-37941,26,3,1317.58,439.19,0.0,2025-05-27,2025-12-05,1,2,0,5,5,5,555,5.0
CUST-37942,71,1,500.56,500.56,1.0,2025-10-21,2025-10-21,1,0,0,4,3,3,433,3.4
CUST-37943,8,3,1033.64,344.55,0.6667,2025-08-12,2025-12-23,0,2,0,5,5,5,555,5.0
CUST-37944,25,1,240.91,240.91,0.0,2025-12-06,2025-12-06,0,1,0,5,3,2,532,3.5
CUST-37945,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37946,171,1,288.44,288.44,0.0,2025-07-13,2025-07-13,0,1,0,3,3,2,332,2.7
CUST-37947,155,1,63.42,63.42,0.0,2025-07-29,2025-07-29,0,0,0,3,3,1,331,2.4
CUST-37948,203,1,182.92,182.92,1.0,2025-06-11,2025-06-11,0,1,0,2,3,2,232,2.3
CUST-37949,66,2,564.08,282.04,0.5,2025-10-04,2025-10-26,0,2,0,4,4,4,444,4.0
CUST-37950,23,1,357.22,357.22,1.0,2025-12-08,2025-12-08,1,0,0,5,3,3,533,3.8
CUST-37951,96,4,1094.26,273.57,0.5,2025-04-19,2025-09-26,3,0,0,3,5,5,355,4.2
CUST-37952,73,3,882.57,294.19,0.3333,2025-03-29,2025-10-19,0,2,0,4,5,5,455,4.6
CUST-37953,108,3,1110.85,370.28,0.0,2025-04-09,2025-09-14,1,2,0,3,5,5,355,4.2
CUST-37954,26,2,490.37,245.19,0.0,2025-08-12,2025-12-05,1,1,0,5,4,3,543,4.1
CUST-37955,166,6,1613.98,269.0,0.8333,2025-02-08,2025-07-18,5,1,0,3,5,5,355,4.2
CUST-37956,199,1,50.05,50.05,0.0,2025-06-15,2025-06-15,0,0,0,2,3,1,231,2.0
CUST-37957,66,4,922.87,230.72,0.25,2025-08-04,2025-10-26,1,2,0,4,5,5,455,4.6
CUST-37958,80,2,644.57,322.28,0.5,2025-09-25,2025-10-12,0,2,0,4,4,4,444,4.0
CUST-37959,301,1,349.32,349.32,1.0,2025-03-05,2025-03-05,0,1,0,2,3,3,233,2.6
CUST-37960,193,2,463.7,231.85,0.0,2025-01-15,2025-06-21,1,1,0,2,4,3,243,2.9
CUST-37961,87,1,355.55,355.55,0.0,2025-10-05,2025-10-05,0,0,0,4,3,3,433,3.4
CUST-37962,14,4,1170.67,292.67,0.25,2025-09-25,2025-12-17,0,3,0,5,5,5,555,5.0
CUST-37963,361,1,248.04,248.04,1.0,2025-01-04,2025-01-04,0,0,0,1,3,2,132,1.9
CUST-37964,10,3,702.45,234.15,0.0,2025-02-23,2025-12-21,2,0,0,5,5,4,554,4.7
CUST-37965,111,1,94.64,94.64,0.0,2025-09-11,2025-09-11,0,1,0,3,3,1,331,2.4
CUST-37966,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37967,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37968,108,5,987.94,197.59,0.2,2025-01-11,2025-09-14,2,0,0,3,5,5,355,4.2
CUST-37969,46,2,460.03,230.02,0.0,2025-02-08,2025-11-15,1,1,0,4,4,3,443,3.7
CUST-37970,304,2,287.06,143.53,0.0,2025-02-26,2025-03-02,2,0,0,2,4,2,242,2.6
CUST-37971,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37972,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37973,17,2,398.23,199.12,0.0,2025-01-02,2025-12-14,1,1,0,5,4,3,543,4.1
CUST-37974,128,2,326.38,163.19,1.0,2025-04-15,2025-08-25,0,0,0,3,4,3,343,3.3
CUST-37975,14,2,594.73,297.37,0.5,2025-06-22,2025-12-17,0,1,0,5,4,4,544,4.4
CUST-37976,49,6,1751.38,291.9,0.3333,2025-03-02,2025-11-12,2,3,0,4,5,5,455,4.6
CUST-37977,5,6,1286.65,214.44,0.1667,2025-02-02,2025-12-26,3,1,0,5,5,5,555,5.0
CUST-37978,116,2,463.22,231.61,0.5,2025-02-05,2025-09-06,0,1,0,3,4,3,343,3.3
CUST-37979,122,3,1032.06,344.02,0.3333,2025-05-28,2025-08-31,1,2,0,3,5,5,355,4.2
CUST-37980,50,1,194.05,194.05,1.0,2025-11-11,2025-11-11,0,1,0,4,3,2,432,3.1
CUST-37981,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37982,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37983,24,2,314.92,157.46,0.0,2025-07-08,2025-12-07,1,1,0,5,4,3,543,4.1
CUST-37984,44,2,298.19,149.1,0.0,2025-08-27,2025-11-17,2,0,0,4,4,2,442,3.4
CUST-37985,143,1,100.4,100.4,0.0,2025-08-10,2025-08-10,0,1,0,3,3,1,331,2.4
CUST-37986,334,1,288.78,288.78,0.0,2025-01-31,2025-01-31,0,1,0,1,3,2,132,1.9
CUST-37987,18,1,235.06,235.06,0.0,2025-12-13,2025-12-13,1,0,0,5,3,2,532,3.5
CUST-37988,24,3,643.84,214.61,0.3333,2025-04-19,2025-12-07,1,0,0,5,5,4,554,4.7
CUST-37989,116,1,245.64,245.64,0.0,2025-09-06,2025-09-06,0,1,0,3,3,2,332,2.7
CUST-37990,9,3,1223.31,407.77,0.3333,2025-01-24,2025-12-22,2,1,0,5,5,5,555,5.0
CUST-37991,29,1,100.1,100.1,1.0,2025-12-02,2025-12-02,0,1,0,5,3,1,531,3.2
CUST-37992,257,1,247.84,247.84,0.0,2025-04-18,2025-04-18,0,1,0,2,3,2,232,2.3
CUST-37993,49,2,405.65,202.83,0.0,2025-08-27,2025-11-12,1,0,0,4,4,3,443,3.7
CUST-37994,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37995,23,5,1142.97,228.59,0.2,2025-01-16,2025-12-08,2,2,1,5,5,5,555,5.0
CUST-37996,133,1,244.25,244.25,0.0,2025-08-20,2025-08-20,0,1,1,3,3,2,332,2.7
CUST-37997,14,1,173.16,173.16,0.0,2025-12-17,2025-12-17,1,0,0,5,3,2,532,3.5
CUST-37998,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-37999,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-38000,210,2,397.0,198.5,1.0,2025-06-01,2025-06-04,1,1,0,2,4,3,243,2.9
CUST-38001,168,2,440.25,220.13,0.0,2025-03-21,2025-07-16,1,1,0,3,4,3,343,3.3
CUST-38002,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-38003,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-38004,40,2,432.83,216.42,1.0,2025-05-07,2025-11-21,1,1,0,4,4,3,443,3.7
CUST-38005,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-38006,46,4,1259.27,314.82,0.25,2025-04-03,2025-11-15,3,1,0,4,5,5,455,4.6
CUST-38007,87,2,524.86,262.43,0.5,2025-06-30,2025-10-05,2,0,0,4,4,4,444,4.0
CUST-38008,101,3,675.89,225.3,0.6667,2025-01-04,2025-09-21,2,0,0,3,5,4,354,3.9
